Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7750      0.00        0.00    0.055769     0.029     0.063    85.621    26.855     0b111    20181016T160216087581
  120      -4.5750      0.00        0.00    0.053062     0.000     0.000    86.219    26.886     0b111    20181016T160217055683
  110      -4.1936      0.37        1.25    0.047938     0.000     0.000    87.481    26.855     0b111    20181016T160218023043
  100      -3.8125      0.00        0.00    0.042813     0.000     0.000    89.051    26.855     0b111    20181016T160218984214
   90      -3.4325      0.00        0.00    0.037681     0.019     0.062    91.093    26.855     0b111    20181016T160219941655
   80      -3.0513      0.00        0.00    0.032563     0.000     0.000    93.704    26.855     0b111    20181016T160220898973
   70      -2.6700      0.00        0.00    0.027437     0.000     0.000    97.312    26.823     0b111    20181016T160221854709
   60      -2.2862      0.00        0.00    0.022313     0.000     0.000   102.465    26.823     0b111    20181016T160222812191
   50      -1.9050      0.00        0.00    0.017200     0.025     0.063   110.756    26.823     0b111    20181016T160223768029
   40      -1.5236      0.37        1.25    0.012125     0.000     0.000   125.660    26.823     0b111    20181016T160224725288
   30      -1.1425      0.00        0.00    0.007038     0.031     0.063   162.345    26.791     0b111    20181016T160225681034
   20      -0.7604      0.57        1.25    0.002000     0.000     0.000   380.187    26.791     0b111    20181016T160226637508
   10      -0.3800      0.00        0.00    0.000000     0.000     0.000     1.000    26.791     0b111    20181016T160227594216
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    26.760     0b111    20181016T160228551286
