Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7837      0.00        0.00    0.077438     0.000     0.000    61.776    23.462    0b1001    20191209T140054333278
  120      -4.7275      0.00        0.00    0.076488     0.025     0.062    61.807    23.462    0b1001    20191209T140055290623
  110      -4.3325      0.00        0.00    0.069813     0.000     0.000    62.059    23.494    0b1001    20191209T140056249360
  100      -3.9387      0.00        0.00    0.063187     0.000     0.000    62.334    23.462    0b1001    20191209T140057219833
   90      -3.5450      0.00        0.00    0.056550     0.025     0.062    62.688    23.494    0b1001    20191209T140058183230
   80      -3.1513      0.00        0.00    0.049938     0.000     0.000    63.104    23.494    0b1001    20191209T140059150712
   70      -2.7568      0.61        1.25    0.043306     0.019     0.063    63.657    23.462    0b1001    20191209T140100118197
   60      -2.3600      0.00        0.00    0.036625     0.000     0.000    64.437    23.494    0b1001    20191209T140101081481
   50      -1.9663      0.00        0.00    0.030000     0.000     0.000    65.542    23.494    0b1001    20191209T140102037899
   40      -1.5725      0.00        0.00    0.023375     0.000     0.000    67.273    23.494    0b1001    20191209T140102996001
   30      -1.1788      0.00        0.00    0.016750     0.000     0.000    70.373    23.494    0b1001    20191209T140103959528
   20      -0.7850      0.00        0.00    0.010181     0.019     0.063    77.103    23.494    0b1001    20191209T140104916056
   10      -0.3912      0.00        0.00    0.003563     0.000     0.000   109.825    23.494    0b1001    20191209T140105871451
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    23.494    0b1001    20191209T140106827562
