Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7765      0.50        1.25    0.075419     0.029     0.063    63.333    24.540    0b1001    20190624T132211261382
  120      -4.5300      0.00        0.00    0.071125     0.000     0.000    63.691    24.540    0b1001    20190624T132212222478
  110      -4.1512      0.00        0.00    0.064687     0.000     0.000    64.174    24.540    0b1001    20190624T132213184054
  100      -3.7738      0.00        0.00    0.058250     0.000     0.000    64.785    24.540    0b1001    20190624T132214145489
   90      -3.3974      0.37        1.25    0.051831     0.029     0.063    65.547    24.572    0b1001    20190624T132215109929
   80      -3.0194      0.62        1.25    0.045431     0.019     0.063    66.460    24.572    0b1001    20190624T132216073039
   70      -2.6412      0.00        0.00    0.039000     0.000     0.000    67.724    24.572    0b1001    20190624T132217034127
   60      -2.2612      0.00        0.00    0.032550     0.025     0.063    69.470    24.572    0b1001    20190624T132217998982
   50      -1.8837      0.00        0.00    0.026125     0.000     0.000    72.105    24.540    0b1001    20190624T132218959997
   40      -1.5062      0.00        0.00    0.019750     0.000     0.000    76.266    24.572    0b1001    20190624T132219930855
   30      -1.1291      0.57        1.25    0.013337     0.031     0.063    84.658    24.572    0b1001    20190624T132220891838
   20      -0.7512      0.00        0.00    0.007000     0.000     0.000   107.321    24.572    0b1001    20190624T132221854788
   10      -0.3750      0.00        0.00    0.000662     0.031     0.062   566.038    24.572    0b1001    20190624T132222817049
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.572    0b1001    20190624T132223779502
