Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7650      0.00        0.00    0.066438     0.000     0.000    71.722    24.192    0b1001    20190603T175034695981
  120      -4.6550      0.00        0.00    0.064569     0.019     0.063    72.094    24.192    0b1001    20190603T175035662566
  110      -4.2664      0.37        1.25    0.058188     0.000     0.000    73.321    24.192    0b1001    20190603T175036633792
  100      -3.8792      0.61        1.25    0.051750     0.000     0.000    74.961    24.192    0b1001    20190603T175037597103
   90      -3.4925      0.00        0.00    0.045375     0.000     0.000    76.970    24.192    0b1001    20190603T175038557565
   80      -3.1050      0.00        0.00    0.038944     0.019     0.063    79.730    24.192    0b1001    20190603T175039518543
   70      -2.7162      0.00        0.00    0.032563     0.000     0.000    83.417    24.192    0b1001    20190603T175040475701
   60      -2.3263      0.00        0.00    0.026125     0.000     0.000    89.043    24.192    0b1001    20190603T175041436931
   50      -1.9376      0.37        1.25    0.019725     0.031     0.063    98.232    24.192    0b1001    20190603T175042396258
   40      -1.5488      0.00        0.00    0.013313     0.000     0.000   116.338    24.192    0b1001    20190603T175043356004
   30      -1.1611      0.38        1.25    0.006938     0.000     0.000   167.369    24.223    0b1001    20190603T175044315260
   20      -0.7713      0.00        0.00    0.000619     0.019     0.063  1246.465    24.223    0b1001    20190603T175045273878
   10      -0.3825      0.00        0.00    0.000000     0.000     0.000     1.000    24.223    0b1001    20190603T175046234738
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.223    0b1001    20190603T175047194711
