Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7900      0.00        0.00    0.063500     0.000     0.000    75.433    23.431    0b1111    20190411T092749710418
  120      -4.5537      0.00        0.00    0.060000     0.000     0.000    75.896    23.462    0b1111    20190411T092750667586
  110      -4.1737      0.00        0.00    0.054375     0.000     0.000    76.759    23.462    0b1111    20190411T092751622887
  100      -3.7950      0.00        0.00    0.048756     0.019     0.063    77.836    23.462    0b1111    20190411T092752578404
   90      -3.4163      0.00        0.00    0.043187     0.000     0.000    79.103    23.462    0b1111    20190411T092753532342
   80      -3.0369      0.63        1.25    0.037569     0.019     0.063    80.835    23.462    0b1111    20190411T092754486741
   70      -2.6575      0.00        0.00    0.032000     0.000     0.000    83.047    23.494    0b1111    20190411T092755441858
   60      -2.2757      0.61        1.25    0.026381     0.019     0.063    86.264    23.462    0b1111    20190411T092756397581
   50      -1.8962      0.00        0.00    0.020813     0.000     0.000    91.111    23.462    0b1111    20190411T092757352820
   40      -1.5165      0.50        1.25    0.015250     0.000     0.000    99.443    23.494    0b1111    20190411T092758310054
   30      -1.1375      0.00        0.00    0.009687     0.000     0.000   117.419    23.526    0b1111    20190411T092759264915
   20      -0.7575      0.00        0.00    0.004187     0.000     0.000   180.896    23.526    0b1111    20190411T092800219539
   10      -0.3788      0.00        0.00    0.000000     0.000     0.000     1.000    23.462    0b1111    20190411T092801175344
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    23.494    0b1111    20190411T092802132700
