Vavg[V]      Itot[A]     Tboard[C]     Taux1[C]     Taux2[C]     LUstate              Timestamp
 2.24480     4.38167     23.30374      27.58402     26.79138    0b1111111111111111    20190530T102515534672
 2.24484     4.38083     23.33545      27.58402     26.75967    0b1111111111111111    20190530T102515953913
 2.24480     4.38083     23.36715      27.58402     26.75967    0b1111111111111111    20190530T102516373399
 2.24480     4.38167     23.33545      27.58402     26.75967    0b1111111111111111    20190530T102516794254
 2.24480     4.38167     23.33545      27.58402     26.75967    0b1111111111111111    20190530T102517214281
 2.24484     4.38250     23.39886      27.61573     26.75967    0b1111111111111111    20190530T102517634600
 2.24480     4.38333     23.39886      27.58402     26.75967    0b1111111111111111    20190530T102518055999
 2.24489     4.38083     23.43056      27.61573     26.75967    0b1111111111111111    20190530T102518474712
 2.24475     4.38250     23.46227      27.58402     26.79138    0b1111111111111111    20190530T102518893973
 2.24489     4.38417     23.46227      27.61573     26.79138    0b1111111111111111    20190530T102519313140
 2.24484     4.38167     23.49398      27.61573     26.79138    0b1111111111111111    20190530T102519733591
 2.24489     4.38083     23.52568      27.64743     26.75967    0b1111111111111111    20190530T102520154447
 2.24489     4.38167     23.52568      27.61573     26.79138    0b1111111111111111    20190530T102520573586
 2.24494     4.38083     23.55739      27.61573     26.79138    0b1111111111111111    20190530T102520991685
 2.24494     4.38083     23.55739      27.61573     26.79138    0b1111111111111111    20190530T102521411193
 2.24494     4.38167     23.58909      27.61573     26.79138    0b1111111111111111    20190530T102521831851
 2.24498     4.38250     23.62080      27.61573     26.79138    0b1111111111111111    20190530T102522251693
 2.24503     4.38417     23.65250      27.61573     26.82308    0b1111111111111111    20190530T102522672164
 2.24498     4.38333     23.62080      27.61573     26.75967    0b1111111111111111    20190530T102523094045
 2.24517     4.38250     23.65250      27.61573     26.79138    0b1111111111111111    20190530T102523513007
 2.24517     4.38083     24.00127      27.61573     26.79138    0b1111111111111111    20190530T102523932692
 2.24512     4.38167     24.76221      27.61573     26.82308    0b1111111111111111    20190530T102524352278
 2.24522     4.38250     25.90361      27.61573     26.82308    0b1111111111111111    20190530T102524774387
 2.24541     4.38167     27.04502      27.61573     26.82308    0b1111111111111111    20190530T102525196293
 2.24550     4.38333     28.31325      27.64743     26.82308    0b1111111111111111    20190530T102525616638
 2.24555     4.38333     29.74001      27.61573     26.82308    0b1111111111111111    20190530T102526037633
 2.24578     4.38250     31.13507      27.61573     26.85479    0b1111111111111111    20190530T102526457776
 2.24592     4.38417     32.40330      27.64743     26.85479    0b1111111111111111    20190530T102526878145
 2.24616     4.38167     33.79835      27.64743     26.88649    0b1111111111111111    20190530T102527298259
 2.24630     4.38500     35.12999      27.64743     26.85479    0b1111111111111111    20190530T102527717997
 2.24662     4.38583     36.49334      27.64743     26.85479    0b1111111111111111    20190530T102528137825
 2.24709     4.38667     37.76157      27.61573     26.88649    0b1111111111111111    20190530T102528558370
 2.24714     4.38667     39.02980      27.64743     26.88649    0b1111111111111111    20190530T102528978450
 2.24733     4.38667     39.98098      27.64743     26.88649    0b1111111111111111    20190530T102529398813
 2.24737     4.38500     40.90044      27.64743     26.88649    0b1111111111111111    20190530T102529818774
 2.24752     4.38583     42.01015      27.67914     26.91820    0b1111111111111111    20190530T102530239421
 2.24752     4.38750     42.92961      27.67914     26.91820    0b1111111111111111    20190530T102530659534
 2.24770     4.38667     43.78567      27.64743     26.91820    0b1111111111111111    20190530T102531079949
 2.24775     4.38833     44.54661      27.64743     26.91820    0b1111111111111111    20190530T102531500050
 2.24775     4.38917     45.37096      27.64743     26.88649    0b1111111111111111    20190530T102531920372
 2.24789     4.38833     46.06848      27.67914     26.91820    0b1111111111111111    20190530T102532339902
 2.24794     4.38667     46.76601      27.67914     26.91820    0b1111111111111111    20190530T102532760746
 2.24808     4.39000     47.49524      27.67914     26.88649    0b1111111111111111    20190530T102533183434
 2.24822     4.38917     48.16107      27.64743     26.94990    0b1111111111111111    20190530T102533602919
 2.24827     4.38833     48.70006      27.67914     26.91820    0b1111111111111111    20190530T102534022099
 2.24836     4.38917     49.30247      27.67914     26.94990    0b1111111111111111    20190530T102534442869
 2.24841     4.38833     49.77806      27.67914     26.94990    0b1111111111111111    20190530T102534862108
 2.24855     4.38917     50.28535      27.67914     26.94990    0b1111111111111111    20190530T102535278654
 2.24855     4.38833     50.72923      27.67914     26.94990    0b1111111111111111    20190530T102535699219
 2.24869     4.39167     51.17311      27.67914     26.94990    0b1111111111111111    20190530T102536120750
 2.24859     4.39000     51.61699      27.67914     26.94990    0b1111111111111111    20190530T102536539706
 2.24883     4.39167     52.09258      27.71084     26.94990    0b1111111111111111    20190530T102536959364
 2.24878     4.39083     52.47305      27.67914     26.94990    0b1111111111111111    20190530T102537379721
 2.24902     4.39167     53.07546      27.67914     26.98161    0b1111111111111111    20190530T102537800550
 2.24906     4.39333     53.45593      27.71084     26.94990    0b1111111111111111    20190530T102538221548
 2.24911     4.39000     53.80469      27.67914     26.94990    0b1111111111111111    20190530T102538641170
 2.24911     4.39083     54.12175      27.67914     26.98161    0b1111111111111111    20190530T102539061285
