Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7750      0.00        0.00    0.079125     0.000     0.000    60.348    23.589    0b1001    20190524T153946078478
  120      -4.6667      0.61        1.25    0.077313     0.000     0.000    60.362    23.621    0b1001    20190524T153947047704
  110      -4.2762      0.00        0.00    0.070812     0.000     0.000    60.388    23.621    0b1001    20190524T153948014819
  100      -3.8875      0.00        0.00    0.064313     0.000     0.000    60.447    23.621    0b1001    20190524T153948979950
   90      -3.4988      0.00        0.00    0.057831     0.029     0.062    60.499    23.621    0b1001    20190524T153949952031
   80      -3.1097      0.50        1.25    0.051375     0.000     0.000    60.530    23.621    0b1001    20190524T153950922210
   70      -2.7200      0.00        0.00    0.044875     0.000     0.000    60.613    23.653    0b1001    20190524T153951882572
   60      -2.3286      0.37        1.25    0.038375     0.000     0.000    60.681    23.653    0b1001    20190524T153952841583
   50      -1.9387      0.00        0.00    0.031875     0.000     0.000    60.824    23.621    0b1001    20190524T153953799691
   40      -1.5500      0.00        0.00    0.025406     0.031     0.063    61.009    23.621    0b1001    20190524T153954760051
   30      -1.1613      0.00        0.00    0.018937     0.000     0.000    61.320    23.653    0b1001    20190524T153955718032
   20      -0.7721      0.57        1.25    0.012500     0.000     0.000    61.770    23.653    0b1001    20190524T153956673645
   10      -0.3838      0.00        0.00    0.006000     0.000     0.000    63.958    23.621    0b1001    20190524T153957632002
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    23.653    0b1001    20190524T153958591233
