Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7687      0.00        0.00    0.063313     0.000     0.000    75.321    29.867    0b1111    20190611T114402417959
  120      -4.4800      0.00        0.00    0.059025     0.031     0.063    75.900    29.867    0b1111    20190611T114403378061
  110      -4.1060      0.50        1.25    0.053500     0.000     0.000    76.748    29.899    0b1111    20190611T114404335073
  100      -3.7325      0.00        0.00    0.047994     0.019     0.063    77.771    29.899    0b1111    20190611T114405300839
   90      -3.3600      0.00        0.00    0.042438     0.000     0.000    79.175    29.899    0b1111    20190611T114406259643
   80      -2.9862      0.00        0.00    0.036938     0.000     0.000    80.846    29.899    0b1111    20190611T114407218273
   70      -2.6125      0.00        0.00    0.031431     0.019     0.063    83.118    29.899    0b1111    20190611T114408180165
   60      -2.2362      0.00        0.00    0.025875     0.000     0.000    86.425    29.930    0b1111    20190611T114409139737
   50      -1.8625      0.00        0.00    0.020375     0.000     0.000    91.411    29.930    0b1111    20190611T114410097133
   40      -1.4898      0.50        1.25    0.014875     0.000     0.000   100.151    29.930    0b1111    20190611T114411056745
   30      -1.1150      0.00        0.00    0.009362     0.025     0.063   119.092    29.930    0b1111    20190611T114412018085
   20      -0.7412      0.00        0.00    0.003894     0.029     0.063   190.369    29.930    0b1111    20190611T114412975354
   10      -0.3675      0.00        0.00    0.000000     0.000     0.000     1.000    29.930    0b1111    20190611T114413933582
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    29.930    0b1111    20190611T114414892680
