Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7600      0.00        0.00    0.060125     0.000     0.000    79.168    31.135     0b111    20190611T131223529869
  120      -4.6763      0.00        0.00    0.058937     0.000     0.000    79.343    31.135     0b111    20190611T131224493948
  110      -4.2850      0.00        0.00    0.053625     0.000     0.000    79.907    31.135     0b111    20190611T131225459576
  100      -3.8950      0.00        0.00    0.048312     0.000     0.000    80.621    31.135     0b111    20190611T131226422811
   90      -3.5061      0.38        1.25    0.043000     0.000     0.000    81.538    31.135     0b111    20190611T131227389048
   80      -3.1163      0.00        0.00    0.037687     0.000     0.000    82.687    31.167     0b111    20190611T131228352785
   70      -2.7262      0.00        0.00    0.032375     0.000     0.000    84.208    31.135     0b111    20190611T131229317350
   60      -2.3346      0.57        1.25    0.027062     0.000     0.000    86.268    31.135     0b111    20190611T131230277364
   50      -1.9450      0.00        0.00    0.021750     0.000     0.000    89.425    31.167     0b111    20190611T131231239865
   40      -1.5550      0.00        0.00    0.016437     0.000     0.000    94.601    31.135     0b111    20190611T131232198608
   30      -1.1663      0.00        0.00    0.011188     0.000     0.000   104.246    31.167     0b111    20190611T131233165191
   20      -0.7769      0.62        1.25    0.005937     0.000     0.000   130.842    31.135     0b111    20190611T131234126681
   10      -0.3875      0.00        0.00    0.000687     0.000     0.000   563.636    31.135     0b111    20190611T131235085413
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    31.167     0b111    20190611T131236044152
