Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7888      0.00        0.00    0.059437     0.000     0.000    80.568    23.462    0b1111    20181011T144012220203
  120      -4.6200      0.00        0.00    0.056950     0.025     0.063    81.124    23.462    0b1111    20181011T144013273053
  110      -4.2350      0.00        0.00    0.051312     0.000     0.000    82.533    23.494    0b1111    20181011T144014324541
  100      -3.8500      0.00        0.00    0.045687     0.000     0.000    84.268    23.526    0b1111    20181011T144015386386
   90      -3.4661      0.38        1.25    0.040063     0.000     0.000    86.518    23.494    0b1111    20181011T144016448033
   80      -3.0813      0.00        0.00    0.034456     0.029     0.063    89.425    23.526    0b1111    20181011T144017507379
   70      -2.6962      0.00        0.00    0.028875     0.000     0.000    93.377    23.526    0b1111    20181011T144018570120
   60      -2.3089      0.38        1.25    0.023187     0.000     0.000    99.574    23.494    0b1111    20181011T144019630068
   50      -1.9237      0.00        0.00    0.017563     0.000     0.000   109.537    23.526    0b1111    20181011T144020692448
   40      -1.5390      0.50        1.25    0.011956     0.029     0.063   128.719    23.526    0b1111    20181011T144021742014
   30      -1.1546      0.57        1.25    0.006375     0.000     0.000   181.118    23.526    0b1111    20181011T144022794235
   20      -0.7687      0.00        0.00    0.000813     0.000     0.000   946.154    23.526    0b1111    20181011T144023844857
   10      -0.3838      0.00        0.00    0.000000     0.000     0.000     1.000    23.526    0b1111    20181011T144024893581
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    23.526    0b1111    20181011T144025943809
