Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7638      0.00        0.00    0.045750     0.000     0.000   104.126    23.621       0b0    20190626T135426606839
  120      -4.4325      0.00        0.00    0.042250     0.000     0.000   104.911    23.621       0b0    20190626T135427567150
  110      -4.0619      0.62        1.25    0.038325     0.025     0.063   105.985    23.653       0b0    20190626T135428532049
  100      -3.6925      0.00        0.00    0.034438     0.000     0.000   107.223    23.621       0b0    20190626T135429494413
   90      -3.3237      0.00        0.00    0.030562     0.000     0.000   108.753    23.621       0b0    20190626T135430455651
   80      -2.9550      0.00        0.00    0.026688     0.000     0.000   110.726    23.589       0b0    20190626T135431431708
   70      -2.5853      0.50        1.25    0.022813     0.000     0.000   113.326    23.589       0b0    20190626T135432397836
   60      -2.2138      0.00        0.00    0.018937     0.000     0.000   116.898    23.589       0b0    20190626T135433359966
   50      -1.8450      0.00        0.00    0.015063     0.000     0.000   122.490    23.621       0b0    20190626T135434323361
   40      -1.4750      0.00        0.00    0.011206     0.029     0.063   131.623    23.621       0b0    20190626T135435286027
   30      -1.1062      0.00        0.00    0.007375     0.000     0.000   150.000    23.621       0b0    20190626T135436256621
   20      -0.7362      0.00        0.00    0.003563     0.000     0.000   206.667    23.621       0b0    20190626T135437222287
   10      -0.3675      0.00        0.00    0.000000     0.000     0.000     1.000    23.621       0b0    20190626T135438182994
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    23.621       0b0    20190626T135439148626
