Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7731      0.62        1.25    0.065894     0.029     0.063    72.437    23.114    0b1111    20190524T122004619773
  120      -4.4712      0.00        0.00    0.061437     0.000     0.000    72.777    23.145    0b1111    20190524T122005581513
  110      -4.0984      0.57        1.25    0.055881     0.019     0.063    73.341    23.145    0b1111    20190524T122006538765
  100      -3.7263      0.00        0.00    0.050375     0.000     0.000    73.970    23.145    0b1111    20190524T122007496135
   90      -3.3538      0.00        0.00    0.044875     0.000     0.000    74.735    23.145    0b1111    20190524T122008455251
   80      -2.9811      0.38        1.25    0.039375     0.000     0.000    75.711    23.177    0b1111    20190524T122009415936
   70      -2.6079      0.57        1.25    0.033912     0.031     0.062    76.900    23.177    0b1111    20190524T122010378328
   60      -2.2334      0.57        1.25    0.028375     0.000     0.000    78.709    23.209    0b1111    20190524T122011348851
   50      -1.8610      0.50        1.25    0.022906     0.031     0.063    81.244    23.177    0b1111    20190524T122012317438
   40      -1.4887      0.00        0.00    0.017437     0.000     0.000    85.376    23.177    0b1111    20190524T122013278430
   30      -1.1163      0.00        0.00    0.011950     0.025     0.063    93.410    23.209    0b1111    20190524T122014238909
   20      -0.7438      0.00        0.00    0.006537     0.031     0.063   113.767    23.177    0b1111    20190524T122015197466
   10      -0.3724      0.37        1.25    0.001087     0.031     0.062   342.414    23.209    0b1111    20190524T122016154867
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    23.177    0b1111    20190524T122017115434
