Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7675      0.00        0.00    0.074313     0.000     0.000    64.155    30.342    0b1001    20190611T124803245381
  120      -4.6750      0.00        0.00    0.072750     0.000     0.000    64.261    30.342    0b1001    20190611T124804205357
  110      -4.2840      0.50        1.25    0.066050     0.025     0.062    64.860    30.342    0b1001    20190611T124805166641
  100      -3.8949      0.37        1.25    0.059375     0.000     0.000    65.598    30.342    0b1001    20190611T124806128609
   90      -3.5050      0.00        0.00    0.052687     0.000     0.000    66.524    30.374    0b1001    20190611T124807086297
   80      -3.1138      0.00        0.00    0.046044     0.029     0.063    67.626    30.342    0b1001    20190611T124808046525
   70      -2.7237      0.00        0.00    0.039375     0.000     0.000    69.175    30.374    0b1001    20190611T124809010981
   60      -2.3313      0.00        0.00    0.032687     0.000     0.000    71.319    30.342    0b1001    20190611T124809970303
   50      -1.9413      0.00        0.00    0.026062     0.000     0.000    74.484    30.374    0b1001    20190611T124810929787
   40      -1.5525      0.00        0.00    0.019431     0.019     0.063    79.897    30.406    0b1001    20190611T124811889267
   30      -1.1638      0.00        0.00    0.012806     0.019     0.062    90.874    30.374    0b1001    20190611T124812846763
   20      -0.7737      0.00        0.00    0.006187     0.000     0.000   125.051    30.406    0b1001    20190611T124813806725
   10      -0.3850      0.00        0.00    0.000000     0.000     0.000     1.000    30.374    0b1001    20190611T124814765817
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    30.374    0b1001    20190611T124815723798
