Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7675      0.00        0.00    0.061688     0.000     0.000    77.285    23.779    0b1111    20190412T145326148148
  120      -4.5913      0.00        0.00    0.059063     0.000     0.000    77.735    23.779    0b1111    20190412T145327104567
  110      -4.2075      0.00        0.00    0.053375     0.000     0.000    78.829    23.811    0b1111    20190412T145328061839
  100      -3.8246      0.57        1.25    0.047738     0.025     0.063    80.118    23.811    0b1111    20190412T145329019036
   90      -3.4414      0.37        1.25    0.042063     0.000     0.000    81.816    23.811    0b1111    20190412T145329976558
   80      -3.0587      0.00        0.00    0.036438     0.000     0.000    83.945    23.843    0b1111    20190412T145330931918
   70      -2.6750      0.00        0.00    0.030788     0.031     0.063    86.886    23.811    0b1111    20190412T145331887614
   60      -2.2900      0.00        0.00    0.025125     0.000     0.000    91.144    23.843    0b1111    20190412T145332841975
   50      -1.9075      0.00        0.00    0.019500     0.000     0.000    97.821    23.811    0b1111    20190412T145333803711
   40      -1.5250      0.00        0.00    0.013875     0.000     0.000   109.910    23.843    0b1111    20190412T145334758821
   30      -1.1434      0.57        1.25    0.008313     0.000     0.000   137.549    23.811    0b1111    20190412T145335712676
   20      -0.7600      0.00        0.00    0.002750     0.000     0.000   276.364    23.843    0b1111    20190412T145336666223
   10      -0.3788      0.00        0.00    0.000000     0.000     0.000     1.000    23.843    0b1111    20190412T145337619896
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    23.843    0b1111    20190412T145338575255
