Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7949      0.37        1.25    0.093819     0.019     0.063    51.108    23.367    0b1001    20190524T180738645081
  120      -4.7163      0.00        0.00    0.092500     0.000     0.000    50.986    23.367    0b1001    20190524T180739606446
  110      -4.3225      0.00        0.00    0.085875     0.000     0.000    50.335    23.399    0b1001    20190524T180740568441
  100      -3.9287      0.00        0.00    0.079250     0.000     0.000    49.574    23.399    0b1001    20190524T180741523942
   90      -3.5362      0.00        0.00    0.072625     0.000     0.000    48.692    23.367    0b1001    20190524T180742483301
   80      -3.1425      0.00        0.00    0.066037     0.031     0.062    47.587    23.399    0b1001    20190524T180743442542
   70      -2.7488      0.00        0.00    0.059437     0.000     0.000    46.246    23.399    0b1001    20190524T180744400546
   60      -2.3527      0.50        1.25    0.052812     0.000     0.000    44.549    23.399    0b1001    20190524T180745358252
   50      -1.9600      0.00        0.00    0.046250     0.000     0.000    42.378    23.399    0b1001    20190524T180746318959
   40      -1.5675      0.00        0.00    0.039694     0.019     0.063    39.490    23.431    0b1001    20190524T180747278218
   30      -1.1750      0.00        0.00    0.033175     0.025     0.063    35.418    23.399    0b1001    20190524T180748236166
   20      -0.7812      0.00        0.00    0.026631     0.019     0.063    29.336    23.431    0b1001    20190524T180749194316
   10      -0.3887      0.00        0.00    0.020106     0.029     0.063    19.335    23.431    0b1001    20190524T180750154018
    0      -0.0000      0.00        0.00    0.013563     0.000     0.000    -0.000    23.399    0b1001    20190524T180751112634
