Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7675      0.00        0.00    0.077688     0.000     0.000    61.368    24.255    0b1001    20190417T121339274708
  120      -4.5250      0.00        0.00    0.073575     0.025     0.062    61.502    24.255    0b1001    20190417T121340229054
  110      -4.1463      0.00        0.00    0.067250     0.000     0.000    61.654    24.223    0b1001    20190417T121341186292
  100      -3.7689      0.37        1.25    0.060906     0.031     0.063    61.880    24.255    0b1001    20190417T121342141275
   90      -3.3915      0.50        1.25    0.054562     0.000     0.000    62.158    24.255    0b1001    20190417T121343098010
   80      -3.0138      0.00        0.00    0.048250     0.000     0.000    62.461    24.255    0b1001    20190417T121344052118
   70      -2.6362      0.00        0.00    0.041938     0.000     0.000    62.861    24.287    0b1001    20190417T121345006274
   60      -2.2550      0.00        0.00    0.035563     0.000     0.000    63.409    24.287    0b1001    20190417T121345962001
   50      -1.8775      0.00        0.00    0.029250     0.000     0.000    64.188    24.255    0b1001    20190417T121346917074
   40      -1.4996      0.57        1.25    0.022881     0.019     0.063    65.539    24.255    0b1001    20190417T121347870937
   30      -1.1213      0.00        0.00    0.016575     0.025     0.063    67.647    24.287    0b1001    20190417T121348825793
   20      -0.7438      0.00        0.00    0.010313     0.000     0.000    72.121    24.255    0b1001    20190417T121349784903
   10      -0.3663      0.00        0.00    0.004000     0.000     0.000    91.562    24.255    0b1001    20190417T121350739802
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.255    0b1001    20190417T121351695393
