Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.8000      0.00        0.00    0.056437     0.000     0.000    85.050    24.350     0b111    20190531T104907459341
  120      -4.6901      0.37        1.25    0.054938     0.000     0.000    85.372    20.292     0b111    20190531T104908427350
  110      -4.2987      0.00        0.00    0.049688     0.000     0.000    86.516    28.377     0b111    20190531T104909395830
  100      -3.9089      0.38        1.25    0.044375     0.000     0.000    88.087    24.350     0b111    20190531T104910359940
   90      -3.5187      0.00        0.00    0.039125     0.000     0.000    89.936    24.350     0b111    20190531T104911327147
   80      -3.1280      0.61        1.25    0.033869     0.019     0.063    92.357    24.350     0b111    20190531T104912289419
   70      -2.7373      0.50        1.25    0.028575     0.025     0.063    95.792    24.350     0b111    20190531T104913253262
   60      -2.3438      0.00        0.00    0.023313     0.000     0.000   100.536    24.350     0b111    20190531T104914219593
   50      -1.9537      0.00        0.00    0.018063     0.000     0.000   108.166    24.350     0b111    20190531T104915179095
   40      -1.5638      0.00        0.00    0.012813     0.000     0.000   122.049    24.318     0b111    20190531T104916139072
   30      -1.1738      0.00        0.00    0.007562     0.000     0.000   155.207    24.318     0b111    20190531T104917098458
   20      -0.7812      0.00        0.00    0.002375     0.000     0.000   328.947    24.350     0b111    20190531T104918060507
   10      -0.3912      0.00        0.00    0.000000     0.000     0.000     1.000    28.377     0b111    20190531T104919020483
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.350     0b111    20190531T104919981748
