Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7874      0.38        1.25    0.072000     0.000     0.000    66.491    23.399    0b1001    20190524T192042306831
  120      -4.7761      0.37        1.25    0.071813     0.000     0.000    66.508    23.431    0b1001    20190524T192043266058
  110      -4.4550      0.00        0.00    0.066375     0.000     0.000    67.119    23.399    0b1001    20190524T192044226913
  100      -4.0475      0.00        0.00    0.059550     0.025     0.063    67.968    23.399    0b1001    20190524T192045184917
   90      -3.6425      0.00        0.00    0.052744     0.019     0.063    69.060    23.462    0b1001    20190524T192046143131
   80      -3.2362      0.00        0.00    0.045938     0.000     0.000    70.449    23.431    0b1001    20190524T192047105333
   70      -2.8300      0.00        0.00    0.039125     0.000     0.000    72.332    23.431    0b1001    20190524T192048066238
   60      -2.4213      0.00        0.00    0.032313     0.000     0.000    74.932    23.431    0b1001    20190524T192049029053
   50      -2.0162      0.00        0.00    0.025519     0.029     0.062    79.011    23.462    0b1001    20190524T192049984970
   40      -1.6120      0.61        1.25    0.018763     0.025     0.063    85.916    23.431    0b1001    20190524T192050945677
   30      -1.2075      0.00        0.00    0.012000     0.000     0.000   100.625    23.431    0b1001    20190524T192051907623
   20      -0.8025      0.00        0.00    0.005325     0.025     0.063   150.704    23.431    0b1001    20190524T192052866020
   10      -0.3988      0.00        0.00    0.000000     0.000     0.000     1.000    23.431    0b1001    20190524T192053822888
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    23.431    0b1001    20190524T192054781734
