Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7863      0.00        0.00    0.084863     0.025     0.063    56.400    23.874    0b1001    20190417T100242533854
  120      -4.5200      0.00        0.00    0.080312     0.000     0.000    56.280    23.874    0b1001    20190417T100243488079
  110      -4.1425      0.00        0.00    0.073888     0.025     0.063    56.065    23.874    0b1001    20190417T100244444071
  100      -3.7663      0.00        0.00    0.067500     0.000     0.000    55.796    23.938    0b1001    20190417T100245397961
   90      -3.3900      0.00        0.00    0.061125     0.000     0.000    55.460    23.906    0b1001    20190417T100246351875
   80      -3.0138      0.00        0.00    0.054750     0.000     0.000    55.046    23.906    0b1001    20190417T100247305892
   70      -2.6368      0.61        1.25    0.048375     0.000     0.000    54.506    23.906    0b1001    20190417T100248260644
   60      -2.2580      0.61        1.25    0.041975     0.031     0.062    53.794    23.874    0b1001    20190417T100249215486
   50      -1.8813      0.00        0.00    0.035606     0.029     0.063    52.835    23.874    0b1001    20190417T100250171470
   40      -1.5040      0.50        1.25    0.029225     0.031     0.063    51.463    23.874    0b1001    20190417T100251127423
   30      -1.1275      0.00        0.00    0.022875     0.000     0.000    49.290    23.874    0b1001    20190417T100252081439
   20      -0.7512      0.00        0.00    0.016563     0.000     0.000    45.358    23.938    0b1001    20190417T100253036799
   10      -0.3744      0.62        1.25    0.010181     0.019     0.063    36.771    23.906    0b1001    20190417T100253997046
    0      -0.0000      0.00        0.00    0.003812     0.000     0.000    -0.000    23.906    0b1001    20190417T100254950657
