Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7825      0.00        0.00    0.041938     0.000     0.000   114.039    25.269       0b0    20190614T122108733221
  120      -4.5975      0.00        0.00    0.039956     0.029     0.063   115.063    25.238       0b0    20190614T122109693466
  110      -4.2125      0.00        0.00    0.035938     0.000     0.000   117.217    25.269       0b0    20190614T122110658824
  100      -3.8288      0.00        0.00    0.031875     0.000     0.000   120.118    25.238       0b0    20190614T122111621929
   90      -3.4456      0.62        1.25    0.027813     0.000     0.000   123.888    25.269       0b0    20190614T122112586886
   80      -3.0625      0.00        0.00    0.023762     0.025     0.063   128.880    25.269       0b0    20190614T122113546365
   70      -2.6779      0.57        1.25    0.019750     0.000     0.000   135.589    25.269       0b0    20190614T122114511893
   60      -2.2925      0.00        0.00    0.015687     0.000     0.000   146.135    25.238       0b0    20190614T122115474616
   50      -1.9087      0.00        0.00    0.011625     0.000     0.000   164.194    25.238       0b0    20190614T122116438827
   40      -1.5256      0.62        1.25    0.007625     0.000     0.000   200.082    25.238       0b0    20190614T122117400139
   30      -1.1425      0.00        0.00    0.003619     0.019     0.062   315.717    25.238       0b0    20190614T122118362570
   20      -0.7590      0.50        1.25    0.000000     0.000     0.000     1.000    25.238       0b0    20190614T122119329707
   10      -0.3765      0.50        1.25    0.000000     0.000     0.000     1.000    25.206       0b0    20190614T122120296631
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    25.238       0b0    20190614T122121262178
