Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7788      0.00        0.00    0.045875     0.000     0.000   104.169    23.906       0b0    20190524T123635243774
  120      -4.4712      0.00        0.00    0.042600     0.031     0.063   104.959    23.874       0b0    20190524T123636200254
  110      -4.0988      0.00        0.00    0.038631     0.019     0.063   106.099    23.874       0b0    20190524T123637157985
  100      -3.7263      0.00        0.00    0.034687     0.000     0.000   107.423    23.906       0b0    20190524T123638116973
   90      -3.3538      0.00        0.00    0.030750     0.000     0.000   109.065    23.906       0b0    20190524T123639073795
   80      -2.9809      0.57        1.25    0.026812     0.000     0.000   111.175    23.874       0b0    20190524T123640032791
   70      -2.6084      0.57        1.25    0.022881     0.019     0.063   113.996    23.906       0b0    20190524T123640991409
   60      -2.2331      0.63        1.25    0.018937     0.000     0.000   117.921    23.874       0b0    20190524T123641952130
   50      -1.8611      0.37        1.25    0.015006     0.019     0.063   124.023    23.906       0b0    20190524T123642908902
   40      -1.4887      0.00        0.00    0.011125     0.000     0.000   133.820    23.874       0b0    20190524T123643866002
   30      -1.1163      0.00        0.00    0.007188     0.000     0.000   155.304    23.874       0b0    20190524T123644824514
   20      -0.7438      0.00        0.00    0.003338     0.031     0.063   222.846    23.906       0b0    20190524T123645783325
   10      -0.3722      0.50        1.25    0.000000     0.000     0.000     1.000    23.874       0b0    20190524T123646742817
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    23.874       0b0    20190524T123647699945
