Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.8300      0.00        0.00    0.052125     0.000     0.000    92.662    23.874       0b0    20181017T101637176191
  120      -4.5725      0.00        0.00    0.049375     0.000     0.000    92.608    23.874       0b0    20181017T101638135306
  110      -4.1900      0.00        0.00    0.045375     0.000     0.000    92.342    23.874       0b0    20181017T101639092644
  100      -3.8100      0.00        0.00    0.041375     0.000     0.000    92.085    23.874       0b0    20181017T101640049998
   90      -3.4296      0.57        1.25    0.037375     0.000     0.000    91.763    23.843       0b0    20181017T101641007972
   80      -3.0487      0.00        0.00    0.033362     0.025     0.063    91.383    23.874       0b0    20181017T101641964452
   70      -2.6675      0.00        0.00    0.029375     0.000     0.000    90.809    23.843       0b0    20181017T101642920308
   60      -2.2850      0.00        0.00    0.025375     0.000     0.000    90.049    23.843       0b0    20181017T101643877045
   50      -1.9038      0.00        0.00    0.021375     0.000     0.000    89.064    23.843       0b0    20181017T101644833394
   40      -1.5225      0.00        0.00    0.017406     0.031     0.063    87.469    23.843       0b0    20181017T101645791169
   30      -1.1419      0.62        1.25    0.013438     0.000     0.000    84.977    23.874       0b0    20181017T101646747139
   20      -0.7608      0.61        1.25    0.009531     0.031     0.063    79.816    23.843       0b0    20181017T101647702476
   10      -0.3800      0.00        0.00    0.005562     0.000     0.000    68.315    23.811       0b0    20181017T101648659352
    0      -0.0000      0.00        0.00    0.001625     0.000     0.000    -0.000    23.843       0b0    20181017T101649615451
