Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7800      0.00        0.00    0.077375     0.000     0.000    61.777    23.589    0b1001    20190418T102709888568
  120      -4.7600      0.00        0.00    0.077019     0.029     0.063    61.803    23.621    0b1001    20190418T102710844703
  110      -4.3654      0.57        1.25    0.070375     0.000     0.000    62.030    23.589    0b1001    20190418T102711804148
  100      -3.9688      0.00        0.00    0.063687     0.000     0.000    62.316    23.621    0b1001    20190418T102712760398
   90      -3.5737      0.00        0.00    0.057025     0.031     0.062    62.670    23.621    0b1001    20190418T102713713991
   80      -3.1775      0.00        0.00    0.050375     0.000     0.000    63.077    23.653    0b1001    20190418T102714670267
   70      -2.7803      0.50        1.25    0.043687     0.000     0.000    63.639    23.653    0b1001    20190418T102715624749
   60      -2.3813      0.00        0.00    0.037000     0.000     0.000    64.358    23.621    0b1001    20190418T102716579791
   50      -1.9855      0.61        1.25    0.030363     0.025     0.063    65.393    23.653    0b1001    20190418T102717532930
   40      -1.5893      0.61        1.25    0.023688     0.000     0.000    67.092    23.653    0b1001    20190418T102718488419
   30      -1.1925      0.00        0.00    0.017063     0.000     0.000    69.890    23.653    0b1001    20190418T102719442562
   20      -0.7957      0.61        1.25    0.010438     0.000     0.000    76.240    23.653    0b1001    20190418T102720399299
   10      -0.3988      0.00        0.00    0.003756     0.019     0.063   106.156    23.653    0b1001    20190418T102721353408
    0      -0.0003      0.50        1.25    0.000000     0.000     0.000     1.000    23.684    0b1001    20190418T102722308852
