Vavg[V]      Itot[A]     Tboard[C]     Taux1[C]     Taux2[C]     LUstate              Timestamp
 2.24845     4.39833     23.20862      28.47178     27.42549    0b1111111111111111    20181011T173913375325
 2.24841     4.39917     23.20862      28.47178     27.42549    0b1111111111111111    20181011T173913794129
 2.24845     4.39833     23.24033      28.47178     27.45720    0b1111111111111111    20181011T173914211954
 2.24855     4.39833     23.24033      28.53519     27.48890    0b1111111111111111    20181011T173914630496
 2.24841     4.40000     23.20862      28.53519     27.45720    0b1111111111111111    20181011T173915049737
 2.24855     4.39917     23.27204      28.53519     27.48890    0b1111111111111111    20181011T173915469550
 2.24864     4.40000     23.27204      28.53519     27.48890    0b1111111111111111    20181011T173915888806
 2.24859     4.40083     23.62080      28.53519     27.48890    0b1111111111111111    20181011T173916306795
 2.24883     4.40083     24.82562      28.53519     27.48890    0b1111111111111111    20181011T173916725922
 2.24902     4.39667     26.37920      28.53519     27.52061    0b1111111111111111    20181011T173917145580
 2.24911     4.40083     27.20355      28.56690     27.48890    0b1111111111111111    20181011T173917565453
 2.24930     4.39917     28.78884      28.53519     27.52061    0b1111111111111111    20181011T173917983642
 2.24944     4.40000     30.43754      28.53519     27.52061    0b1111111111111111    20181011T173918402559
 2.24967     4.40000     31.99112      28.56690     27.52061    0b1111111111111111    20181011T173918821660
 2.24972     4.40250     33.29106      28.56690     27.52061    0b1111111111111111    20181011T173919239497
 2.24986     4.40000     34.59100      28.56690     27.52061    0b1111111111111111    20181011T173919657810
 2.25009     4.40083     35.76411      28.59860     27.52061    0b1111111111111111    20181011T173920076365
 2.25019     4.40250     37.06405      28.56690     27.52061    0b1111111111111111    20181011T173920495013
 2.25042     4.40333     38.11034      28.56690     27.52061    0b1111111111111111    20181011T173920915393
 2.25056     4.40250     39.06151      28.59860     27.55231    0b1111111111111111    20181011T173921334825
 2.25056     4.40333     40.10780      28.56690     27.55231    0b1111111111111111    20181011T173921754381
 2.25066     4.40250     40.99556      28.56690     27.55231    0b1111111111111111    20181011T173922172325
 2.25089     4.40333     41.91503      28.59860     27.55231    0b1111111111111111    20181011T173922590939
 2.25094     4.40417     42.77108      28.59860     27.55231    0b1111111111111111    20181011T173923010108
 2.25094     4.40333     43.56373      28.56690     27.52061    0b1111111111111111    20181011T173923428479
 2.25094     4.40417     44.26126      28.59860     27.55231    0b1111111111111111    20181011T173923848577
 2.25117     4.40250     45.05390      28.56690     27.55231    0b1111111111111111    20181011T173924266552
