Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7575      0.00        0.00    0.087950     0.025     0.062    54.093    23.938    0b1001    20190522T135756241369
  120      -4.7401      0.37        1.25    0.087625     0.000     0.000    54.096    23.970    0b1001    20190522T135757200448
  110      -4.3462      0.00        0.00    0.080812     0.000     0.000    53.782    23.970    0b1001    20190522T135758159798
  100      -3.9513      0.00        0.00    0.074063     0.000     0.000    53.350    23.970    0b1001    20190522T135759119191
   90      -3.5575      0.00        0.00    0.067250     0.000     0.000    52.900    23.970    0b1001    20190522T135800080317
   80      -3.1625      0.00        0.00    0.060500     0.000     0.000    52.273    23.970    0b1001    20190522T135801039787
   70      -2.7675      0.00        0.00    0.053706     0.029     0.063    51.530    24.001    0b1001    20190522T135801997162
   60      -2.3700      0.00        0.00    0.046875     0.000     0.000    50.560    24.001    0b1001    20190522T135802955650
   50      -1.9738      0.00        0.00    0.040100     0.031     0.063    49.221    23.970    0b1001    20190522T135803914820
   40      -1.5775      0.00        0.00    0.033313     0.000     0.000    47.355    23.970    0b1001    20190522T135804870788
   30      -1.1825      0.00        0.00    0.026500     0.000     0.000    44.623    24.001    0b1001    20190522T135805829835
   20      -0.7851      0.37        1.25    0.019775     0.031     0.063    39.703    24.001    0b1001    20190522T135806787940
   10      -0.3900      0.00        0.00    0.013000     0.000     0.000    30.000    24.001    0b1001    20190522T135807747554
    0      -0.0000      0.00        0.00    0.006187     0.000     0.000    -0.000    24.033    0b1001    20190522T135808706798
