Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7525      0.00        0.00    0.067325     0.025     0.062    70.590    24.699     0b111    20190530T151851759500
  120      -4.5249      0.38        1.25    0.064187     0.000     0.000    70.495    24.731     0b111    20190530T151852715981
  110      -4.1463      0.00        0.00    0.059044     0.029     0.063    70.223    24.699     0b111    20190530T151853674100
  100      -3.7698      0.50        1.25    0.053875     0.000     0.000    69.972    24.699     0b111    20190530T151854630908
   90      -3.3925      0.00        0.00    0.048744     0.019     0.063    69.599    24.731     0b111    20190530T151855589265
   80      -3.0150      0.00        0.00    0.043562     0.000     0.000    69.211    24.699     0b111    20190530T151856548512
   70      -2.6376      0.37        1.25    0.038438     0.000     0.000    68.621    24.699     0b111    20190530T151857511021
   60      -2.2587      0.00        0.00    0.033250     0.000     0.000    67.932    24.699     0b111    20190530T151858474903
   50      -1.8813      0.00        0.00    0.028125     0.000     0.000    66.889    24.699     0b111    20190530T151859441764
   40      -1.5050      0.00        0.00    0.022994     0.019     0.063    65.453    24.699     0b111    20190530T151900411258
   30      -1.1275      0.00        0.00    0.017869     0.019     0.062    63.099    24.699     0b111    20190530T151901378327
   20      -0.7512      0.00        0.00    0.012750     0.000     0.000    58.922    24.699     0b111    20190530T151902345539
   10      -0.3740      0.50        1.25    0.007625     0.000     0.000    49.049    24.699     0b111    20190530T151903304779
    0      -0.0000      0.00        0.00    0.002500     0.000     0.000    -0.000    24.667     0b111    20190530T151904263508
