Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7650      0.00        0.00    0.064313     0.000     0.000    74.091    24.762    0b1111    20181030T165326278225
  120      -4.6912      0.00        0.00    0.063187     0.000     0.000    74.243    24.762    0b1111    20181030T165327234446
  110      -4.2987      0.00        0.00    0.057362     0.025     0.062    74.940    24.794    0b1111    20181030T165328190801
  100      -3.9075      0.00        0.00    0.051519     0.029     0.062    75.846    24.794    0b1111    20181030T165329146134
   90      -3.5175      0.00        0.00    0.045700     0.025     0.062    76.969    24.794    0b1111    20181030T165330101161
   80      -3.1275      0.00        0.00    0.039906     0.031     0.063    78.371    24.794    0b1111    20181030T165331055889
   70      -2.7362      0.00        0.00    0.034113     0.025     0.063    80.213    24.826    0b1111    20181030T165332011027
   60      -2.3430      0.61        1.25    0.028250     0.000     0.000    82.938    24.826    0b1111    20181030T165332966785
   50      -1.9525      0.00        0.00    0.022462     0.031     0.063    86.923    24.826    0b1111    20181030T165333921503
   40      -1.5612      0.00        0.00    0.016687     0.000     0.000    93.558    24.826    0b1111    20181030T165334877196
   30      -1.1713      0.00        0.00    0.010938     0.000     0.000   107.086    24.826    0b1111    20181030T165335834184
   20      -0.7800      0.00        0.00    0.005187     0.000     0.000   150.361    24.826    0b1111    20181030T165336788668
   10      -0.3899      0.38        1.25    0.000000     0.000     0.000     1.000    24.826    0b1111    20181030T165337743152
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.826    0b1111    20181030T165338697753
