Vavg[V]      Itot[A]     Tboard[C]     Taux1[C]     Taux2[C]     LUstate              Timestamp
 2.25619     4.38833     23.05010      30.02536     29.61319    0b1111111111111111    20190606T152602545407
 2.25623     4.38583     23.08180      30.02536     29.61319    0b1111111111111111    20190606T152602966244
 2.25623     4.38750     23.08180      30.02536     29.64490    0b1111111111111111    20190606T152603386998
 2.25614     4.38667     23.08180      30.02536     29.64490    0b1111111111111111    20190606T152603807368
 2.25623     4.38667     23.14521      30.05707     29.61319    0b1111111111111111    20190606T152604227269
 2.25647     4.38750     23.58909      30.05707     29.64490    0b1111111111111111    20190606T152604648141
 2.25675     4.38667     24.82562      30.05707     29.67660    0b1111111111111111    20190606T152605067009
 2.25712     4.38833     26.25238      30.02536     29.67660    0b1111111111111111    20190606T152605487376
 2.25755     4.39000     27.74255      30.05707     29.67660    0b1111111111111111    20190606T152605907866
 2.25816     4.39083     29.35954      30.05707     29.67660    0b1111111111111111    20190606T152606328712
 2.25862     4.39333     30.75460      30.05707     29.70831    0b1111111111111111    20190606T152606749340
 2.25914     4.39083     32.14965      30.05707     29.70831    0b1111111111111111    20190606T152607168406
 2.25961     4.39333     33.51300      30.05707     29.70831    0b1111111111111111    20190606T152607587970
 2.25994     4.39583     35.03488      30.05707     29.70831    0b1111111111111111    20190606T152608008056
 2.26050     4.39667     36.49334      30.05707     29.74001    0b1111111111111111    20190606T152608431730
 2.26087     4.39583     37.88840      30.05707     29.70831    0b1111111111111111    20190606T152608855935
 2.26120     4.39500     39.28345      30.05707     29.77172    0b1111111111111111    20190606T152609278470
 2.26167     4.39750     40.55168      30.05707     29.77172    0b1111111111111111    20190606T152609699557
 2.26209     4.39917     41.78821      30.05707     29.74001    0b1111111111111111    20190606T152610120764
 2.26242     4.39917     43.91249      30.05707     29.77172    0b1111111111111111    20190606T152610540920
 2.26270     4.39833     45.40266      30.08878     29.80342    0b1111111111111111    20190606T152610961911
 2.26308     4.40083     46.70260      30.05707     29.77172    0b1111111111111111    20190606T152611382617
 2.26336     4.40083     47.84401      30.05707     29.77172    0b1111111111111111    20190606T152611802116
 2.26359     4.40000     48.63665      30.05707     29.80342    0b1111111111111111    20190606T152612221981
 2.26392     4.40167     49.58782      30.08878     29.77172    0b1111111111111111    20190606T152612641209
 2.26411     4.40333     50.66582      30.08878     29.83513    0b1111111111111111    20190606T152613060848
 2.26448     4.40417     51.61699      30.08878     29.80342    0b1111111111111111    20190606T152613481238
 2.26481     4.40250     52.50476      30.08878     29.80342    0b1111111111111111    20190606T152613902579
 2.26500     4.40333     53.51934      30.08878     29.80342    0b1111111111111111    20190606T152614324354
 2.26514     4.40417     54.40710      30.08878     29.80342    0b1111111111111111    20190606T152614743096
 2.26552     4.40417     55.19975      30.05707     29.80342    0b1111111111111111    20190606T152615164477
 2.26561     4.40500     55.99239      30.08878     29.83513    0b1111111111111111    20190606T152615585170
 2.26584     4.40667     56.84845      30.12048     29.83513    0b1111111111111111    20190606T152616005024
 2.26613     4.40500     57.54597      30.08878     29.83513    0b1111111111111111    20190606T152616425081
 2.26622     4.40417     58.24350      30.08878     29.83513    0b1111111111111111    20190606T152616845513
 2.26650     4.40583     58.81420      30.12048     29.83513    0b1111111111111111    20190606T152617264693
 2.26659     4.40833     59.48003      30.08878     29.83513    0b1111111111111111    20190606T152617686526
 2.26683     4.40917     60.01902      30.08878     29.83513    0b1111111111111111    20190606T152618105863
 2.26702     4.40750     60.65314      30.08878     29.86684    0b1111111111111111    20190606T152618524924
 2.26711     4.40917     61.22384      30.12048     29.86684    0b1111111111111111    20190606T152618945395
 2.26739     4.40917     61.73114      30.08878     29.83513    0b1111111111111111    20190606T152619366734
 2.26758     4.41000     62.23843      30.08878     29.86684    0b1111111111111111    20190606T152619786991
 0.72553     1.13750     62.68231      30.08878     29.83513    0b1111111111111111    20190606T152620207488
 0.00000    -0.06583     63.25301      30.12048     29.86684    0b1111111111111111    20190606T152620627165
