Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7613      0.00        0.00    0.057875     0.000     0.000    82.268    24.160    0b1111    20190618T154732964555
  120      -4.5187      0.00        0.00    0.054312     0.000     0.000    83.199    24.192    0b1111    20190618T154733931851
  110      -4.1413      0.00        0.00    0.048750     0.000     0.000    84.949    24.192    0b1111    20190618T154734897749
  100      -3.7651      0.37        1.25    0.043244     0.019     0.062    87.067    24.192    0b1111    20190618T154735860992
   90      -3.3891      0.57        1.25    0.037687     0.000     0.000    89.927    24.192    0b1111    20190618T154736824540
   80      -3.0131      0.62        1.25    0.032187     0.000     0.000    93.612    24.160    0b1111    20190618T154737786414
   70      -2.6362      0.00        0.00    0.026644     0.029     0.063    98.944    24.192    0b1111    20190618T154738750431
   60      -2.2575      0.00        0.00    0.021125     0.000     0.000   106.864    24.192    0b1111    20190618T154739716041
   50      -1.8813      0.00        0.00    0.015569     0.019     0.062   120.835    24.192    0b1111    20190618T154740680274
   40      -1.5054      0.57        1.25    0.010081     0.029     0.063   149.324    24.192    0b1111    20190618T154741647380
   30      -1.1300      0.00        0.00    0.004575     0.025     0.063   246.995    24.192    0b1111    20190618T154742610457
   20      -0.7535      0.50        1.25    0.000000     0.000     0.000     1.000    24.192    0b1111    20190618T154743576727
   10      -0.3775      0.00        0.00    0.000000     0.000     0.000     1.000    24.223    0b1111    20190618T154744541582
    0      -0.0012      0.00        0.00    0.000000     0.000     0.000     1.000    24.192    0b1111    20190618T154745504668
