Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7788      0.00        0.00    0.037125     0.000     0.000   128.721    26.252       0b0    20190613T112936964298
  120      -4.5541      0.57        1.25    0.034750     0.000     0.000   131.054    26.252       0b0    20190613T112937922764
  110      -4.1737      0.00        0.00    0.030750     0.000     0.000   135.732    26.252       0b0    20190613T112938881752
  100      -3.7951      0.38        1.25    0.026688     0.000     0.000   142.206    26.252       0b0    20190613T112939842826
   90      -3.4163      0.00        0.00    0.022687     0.000     0.000   150.579    26.252       0b0    20190613T112940802696
   80      -3.0375      0.00        0.00    0.018687     0.000     0.000   162.542    26.221       0b0    20190613T112941761087
   70      -2.6575      0.00        0.00    0.014631     0.019     0.063   181.632    26.252       0b0    20190613T112942720176
   60      -2.2754      0.57        1.25    0.010625     0.000     0.000   214.153    26.221       0b0    20190613T112943681175
   50      -1.8962      0.00        0.00    0.006588     0.031     0.063   287.856    26.221       0b0    20190613T112944641042
   40      -1.5170      0.61        1.25    0.002587     0.031     0.062   586.280    26.221       0b0    20190613T112945600154
   30      -1.1375      0.00        0.00    0.000000     0.000     0.000     1.000    26.221       0b0    20190613T112946559030
   20      -0.7575      0.00        0.00    0.000000     0.000     0.000     1.000    26.221       0b0    20190613T112947519872
   10      -0.3788      0.00        0.00    0.000000     0.000     0.000     1.000    26.252       0b0    20190613T112948478862
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    26.221       0b0    20190613T112949437064
