Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.8037      0.00        0.00    0.039750     0.000     0.000   120.849    24.350       0b0    20190411T162847483489
  120      -4.5725      0.00        0.00    0.037312     0.000     0.000   122.546    24.350       0b0    20190411T162848437752
  110      -4.1900      0.00        0.00    0.033313     0.000     0.000   125.779    24.318       0b0    20190411T162849393364
  100      -3.8088      0.00        0.00    0.029313     0.000     0.000   129.936    24.318       0b0    20190411T162850347185
   90      -3.4275      0.00        0.00    0.025306     0.019     0.062   135.441    24.350       0b0    20190411T162851302051
   80      -3.0458      0.61        1.25    0.021288     0.031     0.063   143.077    24.318       0b0    20190411T162852258653
   70      -2.6637      0.00        0.00    0.017288     0.031     0.063   154.085    24.318       0b0    20190411T162853214765
   60      -2.2800      0.00        0.00    0.013250     0.000     0.000   172.075    24.318       0b0    20190411T162854169995
   50      -1.8988      0.00        0.00    0.009262     0.025     0.063   204.993    24.287       0b0    20190411T162855124519
   40      -1.5175      0.00        0.00    0.005256     0.019     0.063   288.704    24.287       0b0    20190411T162856080727
   30      -1.1369      0.62        1.25    0.001312     0.000     0.000   866.190    24.318       0b0    20190411T162857035421
   20      -0.7550      0.00        0.00    0.000000     0.000     0.000     1.000    24.287       0b0    20190411T162857989805
   10      -0.3738      0.00        0.00    0.000000     0.000     0.000     1.000    24.287       0b0    20190411T162858945167
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.287       0b0    20190411T162859904403
