Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7812      0.00        0.00    0.069687     0.000     0.000    68.610    23.367    0b1111    20190416T111227483226
  120      -4.6063      0.00        0.00    0.067081     0.029     0.063    68.667    23.367    0b1111    20190416T111228436703
  110      -4.2207      0.61        1.25    0.061437     0.000     0.000    68.700    23.399    0b1111    20190416T111229393141
  100      -3.8363      0.00        0.00    0.055813     0.000     0.000    68.735    23.399    0b1111    20190416T111230355907
   90      -3.4525      0.00        0.00    0.050219     0.031     0.063    68.749    23.399    0b1111    20190416T111231321391
   80      -3.0688      0.00        0.00    0.044594     0.031     0.063    68.816    23.399    0b1111    20190416T111232284376
   70      -2.6837      0.00        0.00    0.039000     0.000     0.000    68.814    23.399    0b1111    20190416T111233245109
   60      -2.2963      0.00        0.00    0.033344     0.031     0.063    68.866    23.431    0b1111    20190416T111234207726
   50      -1.9125      0.00        0.00    0.027750     0.000     0.000    68.919    23.431    0b1111    20190416T111235172487
   40      -1.5300      0.00        0.00    0.022125     0.000     0.000    69.153    23.431    0b1111    20190416T111236138901
   30      -1.1450      0.00        0.00    0.016563     0.000     0.000    69.132    23.367    0b1111    20190416T111237104578
   20      -0.7613      0.00        0.00    0.011000     0.000     0.000    69.205    23.431    0b1111    20190416T111238070527
   10      -0.3772      0.50        1.25    0.005437     0.000     0.000    69.379    23.431    0b1111    20190416T111239032020
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    23.399    0b1111    20190416T111240000270
