Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7536      0.37        1.25    0.069456     0.029     0.063    68.441    31.103    0b1111    20190611T154656733531
  120      -4.5350      0.00        0.00    0.066250     0.000     0.000    68.453    31.135    0b1111    20190611T154657691489
  110      -4.1550      0.00        0.00    0.060688     0.000     0.000    68.465    31.103    0b1111    20190611T154658655991
  100      -3.7775      0.00        0.00    0.055125     0.000     0.000    68.526    31.135    0b1111    20190611T154659616863
   90      -3.3988      0.00        0.00    0.049594     0.031     0.063    68.532    31.135    0b1111    20190611T154700583370
   80      -3.0208      0.61        1.25    0.044062     0.000     0.000    68.556    31.135    0b1111    20190611T154701553077
   70      -2.6414      0.38        1.25    0.038500     0.000     0.000    68.607    31.135    0b1111    20190611T154702511552
   60      -2.2612      0.00        0.00    0.032938     0.000     0.000    68.653    31.135    0b1111    20190611T154703469646
   50      -1.8825      0.00        0.00    0.027425     0.025     0.062    68.642    31.135    0b1111    20190611T154704428410
   40      -1.5041      0.57        1.25    0.021875     0.000     0.000    68.760    31.167    0b1111    20190611T154705390770
   30      -1.1263      0.00        0.00    0.016375     0.000     0.000    68.779    31.135    0b1111    20190611T154706351316
   20      -0.7475      0.00        0.00    0.010875     0.000     0.000    68.736    31.135    0b1111    20190611T154707311618
   10      -0.3691      0.57        1.25    0.005375     0.000     0.000    68.674    31.167    0b1111    20190611T154708273098
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    31.167    0b1111    20190611T154709233501
