Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7550      0.00        0.00    0.068625     0.000     0.000    69.290    23.779     0b111    20190410T134520404633
  120      -4.6162      0.00        0.00    0.066713     0.031     0.063    69.196    23.779     0b111    20190410T134521361422
  110      -4.2300      0.00        0.00    0.061500     0.000     0.000    68.780    23.811     0b111    20190410T134522315287
  100      -3.8450      0.00        0.00    0.056256     0.019     0.063    68.348    23.811     0b111    20190410T134523270015
   90      -3.4606      0.63        1.25    0.051062     0.000     0.000    67.772    23.811     0b111    20190410T134524225749
   80      -3.0763      0.00        0.00    0.045875     0.000     0.000    67.057    23.811     0b111    20190410T134525182072
   70      -2.6910      0.50        1.25    0.040650     0.031     0.063    66.199    23.843     0b111    20190410T134526136680
   60      -2.3038      0.00        0.00    0.035438     0.000     0.000    65.009    23.843     0b111    20190410T134527092164
   50      -1.9187      0.00        0.00    0.030250     0.000     0.000    63.430    23.843     0b111    20190410T134528047689
   40      -1.5337      0.00        0.00    0.025062     0.000     0.000    61.197    23.843     0b111    20190410T134529003758
   30      -1.1487      0.00        0.00    0.019875     0.000     0.000    57.799    23.843     0b111    20190410T134529958741
   20      -0.7650      0.00        0.00    0.014750     0.000     0.000    51.864    23.843     0b111    20190410T134530914854
   10      -0.3800      0.00        0.00    0.009562     0.000     0.000    39.739    23.843     0b111    20190410T134531873338
    0      -0.0000      0.00        0.00    0.004394     0.029     0.062    -0.000    23.843     0b111    20190410T134532828612
