Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7999      0.37        1.25    0.052625     0.000     0.000    91.209    24.255       0b0    20191205T155525688363
  120      -4.6912      0.00        0.00    0.051469     0.031     0.063    91.148    24.255       0b0    20191205T155526648053
  110      -4.2987      0.00        0.00    0.047312     0.000     0.000    90.859    24.255       0b0    20191205T155527608033
  100      -3.9065      0.50        1.25    0.043213     0.031     0.062    90.402    24.223       0b0    20191205T155528568520
   90      -3.5163      0.00        0.00    0.039081     0.029     0.063    89.973    24.223       0b0    20191205T155529526545
   80      -3.1246      0.57        1.25    0.034956     0.029     0.063    89.387    24.255       0b0    20191205T155530481532
   70      -2.7325      0.00        0.00    0.030844     0.031     0.063    88.592    24.255       0b0    20191205T155531436722
   60      -2.3389      0.37        1.25    0.026688     0.000     0.000    87.639    24.255       0b0    20191205T155532392626
   50      -1.9487      0.00        0.00    0.022581     0.029     0.063    86.299    24.223       0b0    20191205T155533353216
   40      -1.5575      0.00        0.00    0.018500     0.000     0.000    84.189    24.223       0b0    20191205T155534313723
   30      -1.1671      0.57        1.25    0.014375     0.000     0.000    81.191    24.223       0b0    20191205T155535275564
   20      -0.7759      0.57        1.25    0.010313     0.000     0.000    75.236    24.255       0b0    20191205T155536234942
   10      -0.3852      0.50        1.25    0.006187     0.000     0.000    62.263    24.255       0b0    20191205T155537196266
    0      -0.0000      0.00        0.00    0.002069     0.019     0.063    -0.000    24.223       0b0    20191205T155538158752
