Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7974      0.38        1.25    0.083588     0.031     0.062    57.393    23.335    0b1111    20190524T175956534168
  120      -4.7163      0.00        0.00    0.082375     0.000     0.000    57.253    23.335    0b1111    20190524T175957493194
  110      -4.3225      0.00        0.00    0.076575     0.025     0.062    56.448    23.304    0b1111    20190524T175958451563
  100      -3.9287      0.00        0.00    0.070812     0.000     0.000    55.481    23.335    0b1111    20190524T175959411183
   90      -3.5362      0.00        0.00    0.065063     0.000     0.000    54.352    23.335    0b1111    20190524T180000371912
   80      -3.1425      0.00        0.00    0.059313     0.000     0.000    52.982    23.335    0b1111    20190524T180001328140
   70      -2.7488      0.00        0.00    0.053556     0.019     0.062    51.325    23.335    0b1111    20190524T180002286078
   60      -2.3526      0.38        1.25    0.047756     0.019     0.063    49.263    23.367    0b1111    20190524T180003246219
   50      -1.9600      0.00        0.00    0.042063     0.000     0.000    46.597    23.367    0b1111    20190524T180004206845
   40      -1.5674      0.37        1.25    0.036313     0.000     0.000    43.164    23.367    0b1111    20190524T180005164703
   30      -1.1750      0.00        0.00    0.030625     0.000     0.000    38.367    23.367    0b1111    20190524T180006123812
   20      -0.7812      0.00        0.00    0.024938     0.000     0.000    31.328    23.399    0b1111    20190524T180007084009
   10      -0.3887      0.00        0.00    0.019237     0.025     0.062    20.208    23.367    0b1111    20190524T180008041539
    0      -0.0000      0.00        0.00    0.013513     0.025     0.062    -0.000    23.367    0b1111    20190524T180008997416
