Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7950      0.00        0.00    0.075925     0.025     0.063    63.154    24.350    0b1001    20190523T115918230685
  120      -4.6200      0.00        0.00    0.072875     0.000     0.000    63.396    24.350    0b1001    20190523T115919189533
  110      -4.2337      0.00        0.00    0.066375     0.000     0.000    63.785    24.382    0b1001    20190523T115920147909
  100      -3.8491      0.57        1.25    0.059937     0.000     0.000    64.219    24.382    0b1001    20190523T115921106760
   90      -3.4650      0.00        0.00    0.053444     0.019     0.063    64.835    24.350    0b1001    20190523T115922066107
   80      -3.0799      0.38        1.25    0.047000     0.000     0.000    65.529    24.382    0b1001    20190523T115923024222
   70      -2.6938      0.00        0.00    0.040563     0.000     0.000    66.410    24.382    0b1001    20190523T115923983712
   60      -2.3062      0.00        0.00    0.034081     0.029     0.063    67.669    24.382    0b1001    20190523T115924944162
   50      -1.9213      0.00        0.00    0.027687     0.000     0.000    69.391    24.413    0b1001    20190523T115925903916
   40      -1.5364      0.37        1.25    0.021250     0.000     0.000    72.300    24.350    0b1001    20190523T115926864535
   30      -1.1514      0.37        1.25    0.014856     0.029     0.062    77.501    24.382    0b1001    20190523T115927820168
   20      -0.7670      0.61        1.25    0.008500     0.000     0.000    90.235    24.382    0b1001    20190523T115928779135
   10      -0.3816      0.57        1.25    0.002106     0.029     0.063   181.187    24.445    0b1001    20190523T115929737131
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.382    0b1001    20190523T115930694972
