Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7550      0.00        0.00    0.060313     0.000     0.000    78.839    24.065     0b111    20190626T152258675115
  120      -4.4562      0.00        0.00    0.056125     0.000     0.000    79.399    24.065     0b111    20190626T152259642100
  110      -4.0838      0.00        0.00    0.050938     0.000     0.000    80.172    24.096     0b111    20190626T152300606018
  100      -3.7126      0.38        1.25    0.045750     0.000     0.000    81.150    24.096     0b111    20190626T152301570545
   90      -3.3425      0.00        0.00    0.040563     0.000     0.000    82.404    24.096     0b111    20190626T152302534728
   80      -2.9713      0.00        0.00    0.035412     0.031     0.062    83.904    24.065     0b111    20190626T152303502512
   70      -2.6000      0.00        0.00    0.030250     0.000     0.000    85.950    24.096     0b111    20190626T152304474146
   60      -2.2262      0.00        0.00    0.025062     0.000     0.000    88.828    24.065     0b111    20190626T152305445007
   50      -1.8550      0.00        0.00    0.019875     0.000     0.000    93.333    24.065     0b111    20190626T152306415493
   40      -1.4838      0.00        0.00    0.014750     0.000     0.000   100.593    24.096     0b111    20190626T152307382600
   30      -1.1126      0.37        1.25    0.009625     0.000     0.000   115.597    24.065     0b111    20190626T152308353205
   20      -0.7412      0.00        0.00    0.004506     0.019     0.063   164.494    24.065     0b111    20190626T152309320584
   10      -0.3712      0.00        0.00    0.000000     0.000     0.000     1.000    24.065     0b111    20190626T152310291406
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.065     0b111    20190626T152311255103
