Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7600      0.00        0.00    0.062469     0.031     0.063    76.198    27.013     0b111    20190522T154320279082
  120      -4.5862      0.00        0.00    0.060063     0.000     0.000    76.358    27.013     0b111    20190522T154321244712
  110      -4.2025      0.00        0.00    0.054750     0.000     0.000    76.758    27.013     0b111    20190522T154322214551
  100      -3.8200      0.00        0.00    0.049438     0.000     0.000    77.269    26.982     0b111    20190522T154323173288
   90      -3.4376      0.38        1.25    0.044138     0.025     0.063    77.884    26.982     0b111    20190522T154324132730
   80      -3.0550      0.00        0.00    0.038875     0.000     0.000    78.585    26.982     0b111    20190522T154325089746
   70      -2.6718      0.61        1.25    0.033563     0.000     0.000    79.605    26.982     0b111    20190522T154326044245
   60      -2.2862      0.00        0.00    0.028256     0.019     0.062    80.911    26.982     0b111    20190522T154327004807
   50      -1.9050      0.00        0.00    0.023000     0.000     0.000    82.826    26.950     0b111    20190522T154327963190
   40      -1.5230      0.61        1.25    0.017750     0.000     0.000    85.803    26.982     0b111    20190522T154328921935
   30      -1.1412      0.00        0.00    0.012500     0.000     0.000    91.300    26.950     0b111    20190522T154329880640
   20      -0.7600      0.00        0.00    0.007312     0.000     0.000   103.932    26.982     0b111    20190522T154330840154
   10      -0.3775      0.00        0.00    0.002063     0.000     0.000   183.030    26.950     0b111    20190522T154331798651
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    26.950     0b111    20190522T154332756592
