Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7878      0.50        1.25    0.070119     0.019     0.063    68.281    23.906    0b1001    20190603T111745816936
  120      -4.6138      0.00        0.00    0.067125     0.000     0.000    68.734    23.938    0b1001    20190603T111746774283
  110      -4.2276      0.37        1.25    0.060625     0.000     0.000    69.734    23.906    0b1001    20190603T111747731744
  100      -3.8438      0.00        0.00    0.054187     0.000     0.000    70.934    23.938    0b1001    20190603T111748691381
   90      -3.4600      0.00        0.00    0.047738     0.025     0.063    72.480    23.938    0b1001    20190603T111749651697
   80      -3.0750      0.00        0.00    0.041281     0.031     0.063    74.489    23.938    0b1001    20190603T111750609839
   70      -2.6900      0.00        0.00    0.034813     0.000     0.000    77.271    23.938    0b1001    20190603T111751567179
   60      -2.3038      0.00        0.00    0.028375     0.000     0.000    81.189    23.906    0b1001    20190603T111752526210
   50      -1.9187      0.00        0.00    0.021938     0.000     0.000    87.464    23.938    0b1001    20190603T111753494945
   40      -1.5348      0.50        1.25    0.015500     0.000     0.000    99.016    23.906    0b1001    20190603T111754463432
   30      -1.1500      0.00        0.00    0.009062     0.000     0.000   126.897    23.970    0b1001    20190603T111755424669
   20      -0.7650      0.00        0.00    0.002706     0.029     0.063   282.679    23.938    0b1001    20190603T111756394920
   10      -0.3806      0.63        1.25    0.000000     0.000     0.000     1.000    23.938    0b1001    20190603T111757358869
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    23.938    0b1001    20190603T111758317689
