Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7850      0.00        0.00    0.062500     0.000     0.000    76.560    23.779     0b111    20190411T100905196796
  120      -4.5275      0.00        0.00    0.058937     0.000     0.000    76.819    23.779     0b111    20190411T100906153022
  110      -4.1489      0.38        1.25    0.053788     0.031     0.063    77.135    23.779     0b111    20190411T100907108382
  100      -3.7725      0.00        0.00    0.048625     0.000     0.000    77.584    23.811     0b111    20190411T100908063531
   90      -3.3950      0.00        0.00    0.043481     0.029     0.062    78.080    23.811     0b111    20190411T100909027915
   80      -3.0175      0.00        0.00    0.038312     0.000     0.000    78.760    23.811     0b111    20190411T100909994025
   70      -2.6400      0.00        0.00    0.033187     0.000     0.000    79.548    23.811     0b111    20190411T100910955758
   60      -2.2600      0.00        0.00    0.028000     0.000     0.000    80.714    23.811     0b111    20190411T100911918500
   50      -1.8824      0.37        1.25    0.022875     0.000     0.000    82.290    23.779     0b111    20190411T100912884054
   40      -1.5038      0.00        0.00    0.017737     0.025     0.062    84.778    23.811     0b111    20190411T100913850214
   30      -1.1263      0.00        0.00    0.012612     0.025     0.063    89.296    23.779     0b111    20190411T100914817699
   20      -0.7486      0.37        1.25    0.007500     0.000     0.000    99.817    23.779     0b111    20190411T100915776807
   10      -0.3700      0.00        0.00    0.002375     0.000     0.000   155.789    23.811     0b111    20190411T100916741918
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    23.811     0b111    20190411T100917704777
