Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7588      0.00        0.00    0.054187     0.000     0.000    87.820    24.540     0b111    20190619T123845327392
  120      -4.6675      0.00        0.00    0.052881     0.019     0.063    88.264    24.540     0b111    20190619T123846288623
  110      -4.2762      0.00        0.00    0.047500     0.000     0.000    90.026    24.540     0b111    20190619T123847254626
  100      -3.8862      0.00        0.00    0.042100     0.031     0.063    92.310    24.540     0b111    20190619T123848220054
   90      -3.4971      0.57        1.25    0.036687     0.000     0.000    95.322    24.572     0b111    20190619T123849185342
   80      -3.1064      0.37        1.25    0.031313     0.000     0.000    99.206    24.572     0b111    20190619T123850153810
   70      -2.7162      0.00        0.00    0.025938     0.000     0.000   104.723    24.540     0b111    20190619T123851112622
   60      -2.3250      0.00        0.00    0.020544     0.029     0.063   113.173    24.540     0b111    20190619T123852077279
   50      -1.9350      0.00        0.00    0.015188     0.000     0.000   127.407    24.540     0b111    20190619T123853041483
   40      -1.5463      0.00        0.00    0.009813     0.000     0.000   157.580    24.572     0b111    20190619T123854005501
   30      -1.1575      0.00        0.00    0.004494     0.019     0.063   257.580    24.540     0b111    20190619T123854969314
   20      -0.7680      0.61        1.25    0.000000     0.000     0.000     1.000    24.540     0b111    20190619T123855933671
   10      -0.3800      0.00        0.00    0.000000     0.000     0.000     1.000    24.540     0b111    20190619T123856895762
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.572     0b111    20190619T123857862561
