Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7948      0.50        1.25    0.069619     0.019     0.063    68.872    24.889    0b1111    20181019T170111439577
  120      -4.6350      0.00        0.00    0.067306     0.019     0.062    68.864    24.889    0b1111    20181019T170112395388
  110      -4.2475      0.00        0.00    0.061694     0.019     0.063    68.848    24.921    0b1111    20181019T170113352287
  100      -3.8612      0.00        0.00    0.056131     0.019     0.063    68.790    24.921    0b1111    20181019T170114310784
   90      -3.4750      0.00        0.00    0.050581     0.029     0.063    68.701    24.889    0b1111    20181019T170115265088
   80      -3.0890      0.50        1.25    0.045062     0.000     0.000    68.549    24.889    0b1111    20181019T170116221110
   70      -2.7025      0.00        0.00    0.039500     0.000     0.000    68.418    24.921    0b1111    20181019T170117178561
   60      -2.3137      0.00        0.00    0.033938     0.000     0.000    68.177    24.889    0b1111    20181019T170118141853
   50      -1.9275      0.00        0.00    0.028375     0.000     0.000    67.930    24.921    0b1111    20181019T170119105337
   40      -1.5425      0.00        0.00    0.022850     0.031     0.063    67.505    24.889    0b1111    20181019T170120069576
   30      -1.1553      0.50        1.25    0.017325     0.025     0.063    66.681    24.921    0b1111    20181019T170121036436
   20      -0.7700      0.00        0.00    0.011875     0.000     0.000    64.842    24.889    0b1111    20181019T170122001890
   10      -0.3849      0.37        1.25    0.006350     0.031     0.063    60.610    24.889    0b1111    20181019T170122968120
    0      -0.0000      0.00        0.00    0.000875     0.000     0.000    -0.000    24.921    0b1111    20181019T170123935147
