Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7825      0.00        0.00    0.066806     0.019     0.062    71.588    23.272     0b111    20181009T160101756784
  120      -4.5537      0.00        0.00    0.063625     0.000     0.000    71.572    23.272     0b111    20181009T160102806731
  110      -4.1734      0.57        1.25    0.058437     0.000     0.000    71.416    23.272     0b111    20181009T160103856574
  100      -3.7936      0.38        1.25    0.053250     0.000     0.000    71.242    23.272     0b111    20181009T160104909089
   90      -3.4138      0.00        0.00    0.048050     0.025     0.063    71.046    23.304     0b111    20181009T160105959209
   80      -3.0338      0.00        0.00    0.042875     0.000     0.000    70.758    23.304     0b111    20181009T160107011049
   70      -2.6537      0.00        0.00    0.037687     0.000     0.000    70.415    23.272     0b111    20181009T160108061061
   60      -2.2716      0.57        1.25    0.032500     0.000     0.000    69.896    23.304     0b111    20181009T160109111500
   50      -1.8925      0.00        0.00    0.027312     0.000     0.000    69.291    23.304     0b111    20181009T160110163476
   40      -1.5137      0.00        0.00    0.022175     0.025     0.063    68.264    23.304     0b111    20181009T160111212435
   30      -1.1349      0.37        1.25    0.017000     0.000     0.000    66.757    23.272     0b111    20181009T160112262195
   20      -0.7550      0.00        0.00    0.011906     0.031     0.063    63.412    23.272     0b111    20181009T160113313720
   10      -0.3763      0.00        0.00    0.006750     0.000     0.000    55.741    23.304     0b111    20181009T160114367660
    0      -0.0000      0.00        0.00    0.001625     0.000     0.000    -0.000    23.304     0b111    20181009T160115418015
