Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7950      0.00        0.00    0.051162     0.031     0.063    93.721    24.160       0b0    20190530T145823166068
  120      -4.7575      0.00        0.00    0.050738     0.025     0.063    93.767    24.160       0b0    20190530T145824135956
  110      -4.3612      0.00        0.00    0.046562     0.000     0.000    93.664    24.128       0b0    20190530T145825102803
  100      -3.9650      0.00        0.00    0.042375     0.000     0.000    93.569    24.160       0b0    20190530T145826064291
   90      -3.5700      0.00        0.00    0.038187     0.000     0.000    93.486    24.160       0b0    20190530T145827022422
   80      -3.1737      0.00        0.00    0.034006     0.019     0.063    93.328    24.160       0b0    20190530T145827979374
   70      -2.7775      0.00        0.00    0.029875     0.000     0.000    92.971    24.160       0b0    20190530T145828942368
   60      -2.3789      0.37        1.25    0.025688     0.000     0.000    92.608    24.160       0b0    20190530T145829902594
   50      -1.9825      0.00        0.00    0.021500     0.000     0.000    92.209    24.128       0b0    20190530T145830860688
   40      -1.5850      0.00        0.00    0.017313     0.000     0.000    91.552    24.128       0b0    20190530T145831820317
   30      -1.1888      0.00        0.00    0.013188     0.000     0.000    90.142    24.128       0b0    20190530T145832780452
   20      -0.7919      0.62        1.25    0.009062     0.000     0.000    87.379    24.128       0b0    20190530T145833738172
   10      -0.3950      0.00        0.00    0.004894     0.029     0.063    80.715    24.128       0b0    20190530T145834695918
    0      -0.0000      0.00        0.00    0.000750     0.000     0.000    -0.000    24.128       0b0    20190530T145835654424
