Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7800      0.00        0.00    0.044294     0.029     0.063   107.916    23.684       0b0    20190624T111837303125
  120      -4.4475      0.00        0.00    0.040737     0.025     0.063   109.175    23.684       0b0    20190624T111838270234
  110      -4.0750      0.00        0.00    0.036788     0.031     0.063   110.771    23.684       0b0    20190624T111839241309
  100      -3.7050      0.00        0.00    0.032856     0.029     0.063   112.764    23.684       0b0    20190624T111840210230
   90      -3.3346      0.57        1.25    0.028937     0.000     0.000   115.235    23.684       0b0    20190624T111841182080
   80      -2.9638      0.00        0.00    0.025000     0.000     0.000   118.550    23.684       0b0    20190624T111842150149
   70      -2.5925      0.00        0.00    0.021063     0.000     0.000   123.086    23.684       0b0    20190624T111843114590
   60      -2.2188      0.00        0.00    0.017125     0.000     0.000   129.562    23.684       0b0    20190624T111844079603
   50      -1.8479      0.57        1.25    0.013188     0.000     0.000   140.123    23.684       0b0    20190624T111845044394
   40      -1.4775      0.00        0.00    0.009281     0.031     0.063   159.192    23.653       0b0    20190624T111846007179
   30      -1.1073      0.50        1.25    0.005375     0.000     0.000   206.000    23.684       0b0    20190624T111846969943
   20      -0.7359      0.57        1.25    0.001500     0.000     0.000   490.583    23.684       0b0    20190624T111847936308
   10      -0.3650      0.00        0.00    0.000000     0.000     0.000     1.000    23.653       0b0    20190624T111848901634
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    23.653       0b0    20190624T111849867778
