Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7837      0.00        0.00    0.050312     0.000     0.000    95.081    24.128       0b0    20190524T192952596107
  120      -4.5862      0.00        0.00    0.048250     0.000     0.000    95.052    24.128       0b0    20190524T192953554082
  110      -4.2025      0.00        0.00    0.044250     0.000     0.000    94.972    24.128       0b0    20190524T192954516046
  100      -3.8200      0.00        0.00    0.040238     0.025     0.063    94.936    24.128       0b0    20190524T192955474033
   90      -3.4386      0.38        1.25    0.036200     0.025     0.063    94.990    24.128       0b0    20190524T192956432174
   80      -3.0555      0.61        1.25    0.032225     0.031     0.063    94.818    24.128       0b0    20190524T192957391157
   70      -2.6732      0.61        1.25    0.028194     0.019     0.063    94.817    24.128       0b0    20190524T192958349527
   60      -2.2887      0.00        0.00    0.024188     0.000     0.000    94.625    24.128       0b0    20190524T192959307378
   50      -1.9062      0.00        0.00    0.020188     0.000     0.000    94.427    24.096       0b0    20190524T193000268113
   40      -1.5237      0.00        0.00    0.016187     0.000     0.000    94.131    24.128       0b0    20190524T193001229463
   30      -1.1414      0.37        1.25    0.012225     0.031     0.063    93.364    24.096       0b0    20190524T193002189317
   20      -0.7596      0.57        1.25    0.008250     0.000     0.000    92.076    24.096       0b0    20190524T193003148906
   10      -0.3775      0.00        0.00    0.004256     0.019     0.063    88.693    24.128       0b0    20190524T193004108772
    0      -0.0000      0.00        0.00    0.000312     0.000     0.000    -0.000    24.128       0b0    20190524T193005068798
