Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7524      0.38        1.25    0.083500     0.000     0.000    56.915    30.057    0b1001    20190611T110408943768
  120      -4.5869      0.63        1.25    0.080669     0.029     0.062    56.861    30.057    0b1001    20190611T110409904016
  110      -4.2027      0.50        1.25    0.074125     0.000     0.000    56.698    30.089    0b1001    20190611T110410873652
  100      -3.8200      0.00        0.00    0.067625     0.000     0.000    56.488    30.089    0b1001    20190611T110411832882
   90      -3.4375      0.00        0.00    0.061187     0.000     0.000    56.180    30.120    0b1001    20190611T110412793340
   80      -3.0540      0.50        1.25    0.054750     0.000     0.000    55.781    30.089    0b1001    20190611T110413752821
   70      -2.6713      0.00        0.00    0.048294     0.029     0.063    55.313    30.089    0b1001    20190611T110414711697
   60      -2.2862      0.00        0.00    0.041813     0.000     0.000    54.679    30.089    0b1001    20190611T110415671999
   50      -1.9025      0.00        0.00    0.035375     0.000     0.000    53.781    30.120    0b1001    20190611T110416642948
   40      -1.5200      0.00        0.00    0.028881     0.019     0.062    52.629    30.089    0b1001    20190611T110417602506
   30      -1.1375      0.00        0.00    0.022462     0.031     0.063    50.640    30.120    0b1001    20190611T110418561667
   20      -0.7550      0.00        0.00    0.016063     0.000     0.000    47.004    30.120    0b1001    20190611T110419519748
   10      -0.3725      0.00        0.00    0.009625     0.000     0.000    38.701    30.120    0b1001    20190611T110420477644
    0      -0.0000      0.00        0.00    0.003188     0.000     0.000    -0.000    30.120    0b1001    20190611T110421437495
