Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7925      0.00        0.00    0.059644     0.029     0.063    80.352    23.970       0b0    20190411T113513818766
  120      -4.6000      0.00        0.00    0.057563     0.000     0.000    79.913    23.970       0b0    20190411T113514772747
  110      -4.2150      0.00        0.00    0.053438     0.000     0.000    78.877    23.970       0b0    20190411T113515729233
  100      -3.8312      0.00        0.00    0.049325     0.025     0.063    77.674    23.970       0b0    20190411T113516680967
   90      -3.4475      0.00        0.00    0.045250     0.000     0.000    76.188    23.970       0b0    20190411T113517634573
   80      -3.0637      0.00        0.00    0.041156     0.031     0.063    74.442    23.970       0b0    20190411T113518588971
   70      -2.6793      0.61        1.25    0.037062     0.000     0.000    72.290    23.970       0b0    20190411T113519544425
   60      -2.2937      0.00        0.00    0.033000     0.000     0.000    69.508    23.970       0b0    20190411T113520499691
   50      -1.9113      0.00        0.00    0.028937     0.000     0.000    66.048    23.970       0b0    20190411T113521455175
   40      -1.5288      0.00        0.00    0.024938     0.000     0.000    61.303    23.938       0b0    20190411T113522411035
   30      -1.1454      0.57        1.25    0.020887     0.025     0.063    54.835    23.938       0b0    20190411T113523366229
   20      -0.7625      0.00        0.00    0.016937     0.000     0.000    45.018    23.938       0b0    20190411T113524321967
   10      -0.3800      0.00        0.00    0.012938     0.000     0.000    29.372    23.970       0b0    20190411T113525277325
    0      -0.0000      0.00        0.00    0.008900     0.031     0.063    -0.000    23.938       0b0    20190411T113526231319
