Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7708      0.61        1.25    0.068125     0.000     0.000    70.029    31.072     0b111    20190611T140136723622
  120      -4.5662      0.00        0.00    0.065313     0.000     0.000    69.914    31.072     0b111    20190611T140137682844
  110      -4.1839      0.38        1.25    0.060088     0.031     0.063    69.630    31.040     0b111    20190611T140138640712
  100      -3.8030      0.61        1.25    0.054875     0.000     0.000    69.303    31.072     0b111    20190611T140139598695
   90      -3.4225      0.00        0.00    0.049625     0.000     0.000    68.967    31.072     0b111    20190611T140140557428
   80      -3.0413      0.00        0.00    0.044438     0.000     0.000    68.439    31.040     0b111    20190611T140141512419
   70      -2.6598      0.50        1.25    0.039194     0.019     0.063    67.862    31.072     0b111    20190611T140142469148
   60      -2.2763      0.00        0.00    0.033944     0.019     0.063    67.059    31.072     0b111    20190611T140143424892
   50      -1.8950      0.00        0.00    0.028750     0.000     0.000    65.913    31.103     0b111    20190611T140144381381
   40      -1.5137      0.00        0.00    0.023562     0.000     0.000    64.244    31.072     0b111    20190611T140145338607
   30      -1.1337      0.00        0.00    0.018313     0.000     0.000    61.911    31.072     0b111    20190611T140146295801
   20      -0.7525      0.00        0.00    0.013175     0.025     0.062    57.116    31.072     0b111    20190611T140147250706
   10      -0.3725      0.00        0.00    0.007938     0.000     0.000    46.929    31.072     0b111    20190611T140148209816
    0      -0.0000      0.00        0.00    0.002750     0.000     0.000    -0.000    31.072     0b111    20190611T140149182350
