Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7663      0.00        0.00    0.084000     0.000     0.000    56.741    23.621    0b1001    20190411T143248773625
  120      -4.6338      0.00        0.00    0.081700     0.025     0.063    56.717    23.621    0b1001    20190411T143249730378
  110      -4.2475      0.00        0.00    0.075187     0.000     0.000    56.492    23.621    0b1001    20190411T143250686710
  100      -3.8612      0.00        0.00    0.068663     0.031     0.062    56.235    23.653    0b1001    20190411T143251640695
   90      -3.4763      0.00        0.00    0.062125     0.000     0.000    55.956    23.653    0b1001    20190411T143252595357
   80      -3.0900      0.00        0.00    0.055625     0.000     0.000    55.551    23.684    0b1001    20190411T143253549168
   70      -2.7036      0.37        1.25    0.049081     0.029     0.063    55.085    23.684    0b1001    20190411T143254506433
   60      -2.3150      0.00        0.00    0.042512     0.025     0.063    54.455    23.653    0b1001    20190411T143255464424
   50      -1.9288      0.00        0.00    0.036012     0.025     0.063    53.558    23.653    0b1001    20190411T143256418907
   40      -1.5425      0.00        0.00    0.029500     0.000     0.000    52.288    23.653    0b1001    20190411T143257373854
   30      -1.1562      0.00        0.00    0.023000     0.000     0.000    50.272    23.684    0b1001    20190411T143258329213
   20      -0.7687      0.00        0.00    0.016538     0.031     0.063    46.485    23.653    0b1001    20190411T143259285129
   10      -0.3825      0.00        0.00    0.010000     0.000     0.000    38.250    23.653    0b1001    20190411T143300238970
    0      -0.0000      0.00        0.00    0.003500     0.000     0.000    -0.000    23.653    0b1001    20190411T143301194415
