Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7815      0.50        1.25    0.076313     0.000     0.000    62.657    24.477    0b1111    20181030T141828303375
  120      -4.6763      0.00        0.00    0.074750     0.000     0.000    62.559    24.477    0b1111    20181030T141829260598
  110      -4.2861      0.37        1.25    0.068944     0.019     0.063    62.168    24.477    0b1111    20181030T141830215707
  100      -3.8950      0.00        0.00    0.063187     0.000     0.000    61.642    24.509    0b1111    20181030T141831175317
   90      -3.5063      0.00        0.00    0.057419     0.029     0.063    61.065    24.509    0b1111    20181030T141832134841
   80      -3.1163      0.00        0.00    0.051644     0.029     0.063    60.341    24.509    0b1111    20181030T141833092909
   70      -2.7262      0.00        0.00    0.045888     0.025     0.063    59.412    24.477    0b1111    20181030T141834049810
   60      -2.3345      0.61        1.25    0.040125     0.000     0.000    58.181    24.477    0b1111    20181030T141835007045
   50      -1.9450      0.00        0.00    0.034375     0.000     0.000    56.582    24.509    0b1111    20181030T141835963740
   40      -1.5563      0.00        0.00    0.028625     0.000     0.000    54.367    24.477    0b1111    20181030T141836920788
   30      -1.1663      0.00        0.00    0.022888     0.025     0.063    50.956    24.477    0b1111    20181030T141837876095
   20      -0.7764      0.37        1.25    0.017187     0.000     0.000    45.171    24.509    0b1111    20181030T141838832875
   10      -0.3878      0.50        1.25    0.011438     0.000     0.000    33.902    24.509    0b1111    20181030T141839790549
    0      -0.0000      0.00        0.00    0.005750     0.000     0.000    -0.000    24.509    0b1111    20181030T141840746198
