Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7750      0.00        0.00    0.052531     0.031     0.062    90.898    31.864       0b0    20190611T170627555517
  120      -4.6646      0.57        1.25    0.051356     0.029     0.063    90.829    31.864       0b0    20190611T170628522561
  110      -4.2750      0.00        0.00    0.047250     0.000     0.000    90.476    31.864       0b0    20190611T170629486038
  100      -3.8862      0.00        0.00    0.043138     0.025     0.063    90.090    31.864       0b0    20190611T170630457150
   90      -3.4988      0.00        0.00    0.039062     0.000     0.000    89.568    31.864       0b0    20190611T170631420991
   80      -3.1100      0.00        0.00    0.034938     0.000     0.000    89.016    31.864       0b0    20190611T170632380378
   70      -2.7213      0.00        0.00    0.030863     0.025     0.063    88.173    31.864       0b0    20190611T170633338858
   60      -2.3300      0.00        0.00    0.026738     0.025     0.063    87.144    31.833       0b0    20190611T170634296095
   50      -1.9410      0.50        1.25    0.022625     0.000     0.000    85.790    31.833       0b0    20190611T170635252334
   40      -1.5512      0.00        0.00    0.018500     0.000     0.000    83.851    31.864       0b0    20190611T170636212961
   30      -1.1625      0.00        0.00    0.014438     0.000     0.000    80.519    31.833       0b0    20190611T170637175073
   20      -0.7726      0.38        1.25    0.010375     0.000     0.000    74.470    31.833       0b0    20190611T170638134028
   10      -0.3838      0.00        0.00    0.006250     0.000     0.000    61.400    31.833       0b0    20190611T170639091488
    0      -0.0000      0.00        0.00    0.002175     0.025     0.063    -0.000    31.833       0b0    20190611T170640055153
