Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7625      0.00        0.00    0.074675     0.025     0.063    63.776    25.048    0b1001    20181030T165958880997
  120      -4.6903      0.50        1.25    0.073387     0.025     0.063    63.911    25.016    0b1001    20181030T165959836109
  110      -4.2987      0.00        0.00    0.066687     0.000     0.000    64.461    25.016    0b1001    20181030T170000793094
  100      -3.9075      0.00        0.00    0.060000     0.000     0.000    65.125    25.048    0b1001    20181030T170001748524
   90      -3.5175      0.00        0.00    0.053375     0.000     0.000    65.902    25.048    0b1001    20181030T170002705571
   80      -3.1275      0.00        0.00    0.046687     0.000     0.000    66.988    25.048    0b1001    20181030T170003659674
   70      -2.7362      0.00        0.00    0.040063     0.000     0.000    68.300    25.079    0b1001    20181030T170004614909
   60      -2.3426      0.37        1.25    0.033375     0.000     0.000    70.191    25.048    0b1001    20181030T170005570121
   50      -1.9525      0.00        0.00    0.026744     0.019     0.063    73.008    25.079    0b1001    20181030T170006524965
   40      -1.5612      0.00        0.00    0.020088     0.031     0.063    77.722    25.048    0b1001    20181030T170007479448
   30      -1.1713      0.00        0.00    0.013494     0.019     0.063    86.799    25.048    0b1001    20181030T170008435973
   20      -0.7800      0.00        0.00    0.006931     0.019     0.063   112.534    25.079    0b1001    20181030T170009393066
   10      -0.3900      0.00        0.00    0.000312     0.000     0.000  1248.000    25.048    0b1001    20181030T170010350123
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    25.048    0b1001    20181030T170011304802
