Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7675      0.00        0.00    0.068669     0.029     0.062    69.428    24.065     0b111    20191210T135120115025
  120      -4.4637      0.00        0.00    0.064469     0.031     0.062    69.239    24.065     0b111    20191210T135121077284
  110      -4.0913      0.00        0.00    0.059375     0.000     0.000    68.905    24.065     0b111    20191210T135122043783
  100      -3.7200      0.00        0.00    0.054250     0.000     0.000    68.571    24.065     0b111    20191210T135123009874
   90      -3.3487      0.00        0.00    0.049188     0.000     0.000    68.081    24.065     0b111    20191210T135123977073
   80      -2.9762      0.00        0.00    0.044075     0.025     0.063    67.527    24.065     0b111    20191210T135124941831
   70      -2.6038      0.00        0.00    0.039000     0.000     0.000    66.763    24.065     0b111    20191210T135125902170
   60      -2.2288      0.00        0.00    0.033906     0.031     0.062    65.733    24.096     0b111    20191210T135126862738
   50      -1.8575      0.00        0.00    0.028856     0.029     0.063    64.371    24.033     0b111    20191210T135127823010
   40      -1.4846      0.57        1.25    0.023813     0.000     0.000    62.346    24.065     0b111    20191210T135128781753
   30      -1.1125      0.00        0.00    0.018750     0.000     0.000    59.333    24.033     0b111    20191210T135129740491
   20      -0.7400      0.00        0.00    0.013750     0.000     0.000    53.818    24.033     0b111    20191210T135130696975
   10      -0.3675      0.00        0.00    0.008738     0.025     0.063    42.060    24.065     0b111    20191210T135131654573
    0      -0.0000      0.00        0.00    0.003700     0.025     0.063    -0.000    24.033     0b111    20191210T135132613194
