Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7863      0.00        0.00    0.073269     0.029     0.062    65.325    23.494    0b1001    20190626T124727557551
  120      -4.5438      0.00        0.00    0.069125     0.000     0.000    65.732    23.462    0b1001    20190626T124728519215
  110      -4.1640      0.50        1.25    0.062750     0.000     0.000    66.359    23.526    0b1001    20190626T124729482678
  100      -3.7862      0.00        0.00    0.056375     0.000     0.000    67.162    23.526    0b1001    20190626T124730447253
   90      -3.4076      0.37        1.25    0.050000     0.000     0.000    68.153    23.526    0b1001    20190626T124731410729
   80      -3.0300      0.00        0.00    0.043644     0.029     0.063    69.426    23.526    0b1001    20190626T124732374396
   70      -2.6513      0.00        0.00    0.037312     0.000     0.000    71.055    23.526    0b1001    20190626T124733336750
   60      -2.2700      0.00        0.00    0.030881     0.019     0.062    73.507    23.557    0b1001    20190626T124734304853
   50      -1.8920      0.61        1.25    0.024562     0.000     0.000    77.028    23.526    0b1001    20190626T124735267340
   40      -1.5137      0.00        0.00    0.018187     0.000     0.000    83.230    23.557    0b1001    20190626T124736232280
   30      -1.1350      0.00        0.00    0.011875     0.000     0.000    95.579    23.557    0b1001    20190626T124737195271
   20      -0.7556      0.62        1.25    0.005562     0.000     0.000   135.843    23.557    0b1001    20190626T124738157571
   10      -0.3775      0.00        0.00    0.000000     0.000     0.000     1.000    23.557    0b1001    20190626T124739126999
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    23.557    0b1001    20190626T124740090879
