Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7856      0.62        1.25    0.068312     0.000     0.000    70.055    24.509    0b1111    20181030T162421503673
  120      -4.5916      0.57        1.25    0.065438     0.000     0.000    70.168    24.572    0b1111    20181030T162422461190
  110      -4.2075      0.00        0.00    0.059756     0.019     0.063    70.411    24.572    0b1111    20181030T162423417259
  100      -3.8250      0.00        0.00    0.054125     0.000     0.000    70.670    24.540    0b1111    20181030T162424375493
   90      -3.4425      0.00        0.00    0.048500     0.000     0.000    70.979    24.540    0b1111    20181030T162425332480
   80      -3.0600      0.00        0.00    0.042875     0.000     0.000    71.370    24.572    0b1111    20181030T162426287879
   70      -2.6775      0.00        0.00    0.037250     0.000     0.000    71.879    24.572    0b1111    20181030T162427244938
   60      -2.2925      0.00        0.00    0.031563     0.000     0.000    72.634    24.572    0b1111    20181030T162428204683
   50      -1.9094      0.63        1.25    0.025938     0.000     0.000    73.614    24.572    0b1111    20181030T162429162058
   40      -1.5270      0.61        1.25    0.020313     0.000     0.000    75.175    24.572    0b1111    20181030T162430119780
   30      -1.1450      0.00        0.00    0.014688     0.000     0.000    77.957    24.572    0b1111    20181030T162431075301
   20      -0.7613      0.00        0.00    0.009125     0.000     0.000    83.425    24.572    0b1111    20181030T162432033496
   10      -0.3800      0.00        0.00    0.003500     0.000     0.000   108.571    24.572    0b1111    20181030T162432989397
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.572    0b1111    20181030T162433945100
