Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7946      0.57        1.25    0.051812     0.000     0.000    92.538    23.811     0b111    20190625T133630001720
  120      -4.5887      0.00        0.00    0.048994     0.019     0.063    93.660    23.811     0b111    20190625T133630972159
  110      -4.2062      0.00        0.00    0.043769     0.029     0.063    96.102    23.811     0b111    20190625T133631939557
  100      -3.8237      0.00        0.00    0.038562     0.000     0.000    99.157    23.811     0b111    20190625T133632910130
   90      -3.4432      0.61        1.25    0.033375     0.000     0.000   103.169    23.843     0b111    20190625T133633880105
   80      -3.0613      0.00        0.00    0.028187     0.000     0.000   108.603    23.811     0b111    20190625T133634849884
   70      -2.6798      0.50        1.25    0.023000     0.000     0.000   116.511    23.811     0b111    20190625T133635819505
   60      -2.2950      0.00        0.00    0.017800     0.025     0.063   128.933    23.811     0b111    20190625T133636788727
   50      -1.9125      0.00        0.00    0.012625     0.000     0.000   151.485    23.843     0b111    20190625T133637759086
   40      -1.5312      0.00        0.00    0.007437     0.000     0.000   205.882    23.811     0b111    20190625T133638721824
   30      -1.1487      0.00        0.00    0.002294     0.029     0.063   500.817    23.811     0b111    20190625T133639690651
   20      -0.7663      0.00        0.00    0.000000     0.000     0.000     1.000    23.811     0b111    20190625T133640659413
   10      -0.3839      0.37        1.25    0.000000     0.000     0.000     1.000    23.811     0b111    20190625T133641631005
    0      -0.0019      0.62        1.25    0.000000     0.000     0.000     1.000    23.843     0b111    20190625T133642596135
