Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7788      0.00        0.00    0.079625     0.000     0.000    60.016    23.494    0b1111    20190411T111751503331
  120      -4.6000      0.00        0.00    0.076938     0.000     0.000    59.789    23.494    0b1111    20190411T111752457555
  110      -4.2150      0.00        0.00    0.071187     0.000     0.000    59.210    23.526    0b1111    20190411T111753413698
  100      -3.8312      0.00        0.00    0.065475     0.031     0.062    58.515    23.526    0b1111    20190411T111754368417
   90      -3.4475      0.00        0.00    0.059756     0.019     0.063    57.693    23.526    0b1111    20190411T111755324641
   80      -3.0637      0.00        0.00    0.054062     0.000     0.000    56.671    23.526    0b1111    20190411T111756280117
   70      -2.6794      0.63        1.25    0.048375     0.000     0.000    55.388    23.526    0b1111    20190411T111757234977
   60      -2.2937      0.00        0.00    0.042675     0.025     0.063    53.749    23.526    0b1111    20190411T111758191600
   50      -1.9113      0.00        0.00    0.037000     0.000     0.000    51.655    23.557    0b1111    20190411T111759148449
   40      -1.5288      0.00        0.00    0.031375     0.000     0.000    48.725    23.557    0b1111    20190411T111800102559
   30      -1.1450      0.00        0.00    0.025750     0.000     0.000    44.466    23.557    0b1111    20190411T111801058167
   20      -0.7625      0.00        0.00    0.020188     0.000     0.000    37.771    23.526    0b1111    20190411T111802015525
   10      -0.3800      0.00        0.00    0.014575     0.025     0.062    26.072    23.526    0b1111    20190411T111802975888
    0      -0.0000      0.00        0.00    0.008981     0.029     0.063    -0.000    23.557    0b1111    20190411T111803929644
