Vavg[V]      Itot[A]     Tboard[C]     Taux1[C]     Taux2[C]     LUstate              Timestamp
 2.24081     4.38167     22.76474      28.18643     27.36208    0b1111111111111111    20190626T130334030227
 2.24081     4.38167     22.73304      28.15472     27.36208    0b1111111111111111    20190626T130334454405
 2.24086     4.38250     22.79645      28.18643     27.36208    0b1111111111111111    20190626T130334880296
 2.24086     4.38333     22.79645      28.18643     27.36208    0b1111111111111111    20190626T130335302429
 2.24095     4.38083     22.82815      28.15472     27.36208    0b1111111111111111    20190626T130335727401
 2.24086     4.38083     22.85986      28.18643     27.39379    0b1111111111111111    20190626T130336153271
 2.24095     4.38083     22.89157      28.18643     27.36208    0b1111111111111111    20190626T130336578604
 2.24105     4.38000     22.89157      28.18643     27.36208    0b1111111111111111    20190626T130337002491
 2.24100     4.38417     22.92327      28.21814     27.39379    0b1111111111111111    20190626T130337418493
 2.24095     4.38417     22.92327      28.18643     27.39379    0b1111111111111111    20190626T130337843736
 2.24105     4.38167     23.84274      28.18643     27.39379    0b1111111111111111    20190626T130338267724
 2.24123     4.38167     25.61826      28.21814     27.36208    0b1111111111111111    20190626T130338691693
 2.24133     4.38500     27.26696      28.24984     27.36208    0b1111111111111111    20190626T130339115332
 2.24161     4.38250     29.13760      28.21814     27.36208    0b1111111111111111    20190626T130339535409
 2.24194     4.38500     30.88142      28.24984     27.36208    0b1111111111111111    20190626T130339959180
 2.24217     4.38417     32.59353      28.21814     27.39379    0b1111111111111111    20190626T130340381691
 2.24231     4.38500     34.08370      28.21814     27.36208    0b1111111111111111    20190626T130340805396
 2.24259     4.38500     35.51046      28.21814     27.36208    0b1111111111111111    20190626T130341228177
 2.24269     4.38583     36.81040      28.24984     27.36208    0b1111111111111111    20190626T130341650059
 2.24283     4.38500     38.07863      28.21814     27.36208    0b1111111111111111    20190626T130342074261
 2.24311     4.38667     39.15663      28.24984     27.36208    0b1111111111111111    20190626T130342495165
 2.24339     4.38583     40.20292      28.24984     27.33037    0b1111111111111111    20190626T130342920654
 2.24348     4.38583     41.18580      28.28155     27.33037    0b1111111111111111    20190626T130343342887
 2.24362     4.38583     42.26379      28.24984     27.33037    0b1111111111111111    20190626T130343762450
 2.24386     4.38917     43.18326      28.21814     27.33037    0b1111111111111111    20190626T130344185861
 2.24391     4.38833     44.13443      28.24984     27.33037    0b1111111111111111    20190626T130344610010
 2.24395     4.38750     45.05390      28.24984     27.33037    0b1111111111111111    20190626T130345032198
 2.24414     4.39000     45.68802      28.28155     27.33037    0b1111111111111111    20190626T130345456765
 2.24423     4.39083     46.44895      28.24984     27.29867    0b1111111111111111    20190626T130345880837
 2.24433     4.38750     47.20989      28.24984     27.29867    0b1111111111111111    20190626T130346305706
 2.24466     4.38917     47.93912      28.24984     27.33037    0b1111111111111111    20190626T130346732209
 2.24466     4.39000     48.57324      28.24984     27.33037    0b1111111111111111    20190626T130347156711
 2.24480     4.38917     49.17565      28.28155     27.29867    0b1111111111111111    20190626T130347579956
 2.24489     4.39000     49.87318      28.24984     27.29867    0b1111111111111111    20190626T130348007777
 2.24508     4.39250     50.53900      28.31325     27.33037    0b1111111111111111    20190626T130348430815
 2.24522     4.39083     51.04629      28.28155     27.29867    0b1111111111111111    20190626T130348849932
 2.24527     4.38833     51.55358      28.28155     27.29867    0b1111111111111111    20190626T130349272298
 2.24531     4.39083     51.99746      28.28155     27.33037    0b1111111111111111    20190626T130349697277
 2.24541     4.39083     52.44134      28.24984     27.33037    0b1111111111111111    20190626T130350120847
 2.24545     4.39083     52.85352      28.28155     27.33037    0b1111111111111111    20190626T130350543540
 2.24564     4.38917     53.29740      28.28155     27.33037    0b1111111111111111    20190626T130350966897
 2.24578     4.38917     53.58275      28.31325     27.29867    0b1111111111111111    20190626T130351389019
 2.24602     4.39333     54.09004      28.28155     27.29867    0b1111111111111111    20190626T130351812137
 2.24606     4.39167     54.47051      28.28155     27.29867    0b1111111111111111    20190626T130352234255
 2.24611     4.39250     54.85098      28.31325     27.29867    0b1111111111111111    20190626T130352656086
 2.24616     4.39250     55.10463      28.31325     27.33037    0b1111111111111111    20190626T130353079723
 2.24630     4.39167     55.58022      28.28155     27.29867    0b1111111111111111    20190626T130353503146
 2.24639     4.39250     55.99239      28.31325     27.29867    0b1111111111111111    20190626T130353926978
 2.24634     4.39333     56.34115      28.31325     27.33037    0b1111111111111111    20190626T130354348843
 2.24648     4.39333     56.59480      28.31325     27.29867    0b1111111111111111    20190626T130354772167
 2.24658     4.39417     56.88015      28.31325     27.33037    0b1111111111111111    20190626T130355194965
 2.24667     4.39500     57.26062      28.31325     27.29867    0b1111111111111111    20190626T130355618927
 2.24677     4.39250     57.51427      28.31325     27.29867    0b1111111111111111    20190626T130356042061
 2.24686     4.39333     57.79962      28.28155     27.33037    0b1111111111111111    20190626T130356466396
 2.24686     4.39250     58.08497      28.31325     27.29867    0b1111111111111111    20190626T130356889432
 2.24695     4.39417     58.40203      28.31325     27.29867    0b1111111111111111    20190626T130357314052
 2.24700     4.39333     58.78250      28.31325     27.33037    0b1111111111111111    20190626T130357739043
 2.24719     4.39167     58.97273      28.31325     27.33037    0b1111111111111111    20190626T130358163294
 2.24719     4.39583     59.22638      28.31325     27.29867    0b1111111111111111    20190626T130358587147
 2.24728     4.39583     59.41661      28.34496     27.33037    0b1111111111111111    20190626T130359009389
 2.24723     4.39417     59.79708      28.34496     27.33037    0b1111111111111111    20190626T130359432400
 2.24742     4.39667     60.39949      28.31325     27.33037    0b1111111111111111    20190626T130359857367
 2.24756     4.39667     60.58973      28.34496     27.33037    0b1111111111111111    20190626T130400280501
 2.24766     4.39417     60.14585      28.34496     27.33037    0b1111111111111111    20190626T130400703000
 2.24756     4.39250     59.89220      28.31325     27.29867    0b1111111111111111    20190626T130401124612
 2.24747     4.39500     59.57514      28.34496     27.29867    0b1111111111111111    20190626T130401549082
 2.24752     4.39417     59.32150      28.34496     27.33037    0b1111111111111111    20190626T130401974347
 2.24752     4.39500     59.16297      28.34496     27.29867    0b1111111111111111    20190626T130402395928
 2.24752     4.39500     59.13126      28.34496     27.33037    0b1111111111111111    20190626T130402818596
 2.24747     4.39417     59.03614      28.34496     27.29867    0b1111111111111111    20190626T130403240054
 2.24747     4.39500     59.06785      28.34496     27.33037    0b1111111111111111    20190626T130403663558
 2.24761     4.39583     59.06785      28.31325     27.33037    0b1111111111111111    20190626T130404087439
 2.24756     4.39583     59.09956      28.34496     27.33037    0b1111111111111111    20190626T130404509814
 2.24770     4.39500     59.13126      28.34496     27.33037    0b1111111111111111    20190626T130404930429
 2.24770     4.39667     59.16297      28.34496     27.29867    0b1111111111111111    20190626T130405351233
 2.24775     4.39583     59.19467      28.34496     27.36208    0b1111111111111111    20190626T130405775257
 2.24780     4.39667     59.16297      28.34496     27.33037    0b1111111111111111    20190626T130406198879
 2.24780     4.39500     59.22638      28.34496     27.33037    0b1111111111111111    20190626T130406622075
 2.24780     4.39583     59.35320      28.34496     27.33037    0b1111111111111111    20190626T130407047267
 2.24770     4.39583     59.25808      28.34496     27.33037    0b1111111111111111    20190626T130407468641
 2.24789     4.39500     59.48003      28.34496     27.36208    0b1111111111111111    20190626T130407892249
 2.24794     4.39583     59.44832      28.34496     27.33037    0b1111111111111111    20190626T130408314588
 2.24794     4.39667     59.44832      28.37666     27.33037    0b1111111111111111    20190626T130408738368
 2.24798     4.39417     59.51173      28.37666     27.29867    0b1111111111111111    20190626T130409161740
 2.24794     4.39750     59.57514      28.34496     27.33037    0b1111111111111111    20190626T130409585353
 2.24798     4.39667     59.57514      28.37666     27.33037    0b1111111111111111    20190626T130410010520
 2.24798     4.39667     59.67026      28.37666     27.33037    0b1111111111111111    20190626T130410435076
 2.24794     4.39833     59.73367      28.34496     27.29867    0b1111111111111111    20190626T130410859370
 2.24798     4.39750     59.89220      28.34496     27.33037    0b1111111111111111    20190626T130411283945
 2.24798     4.39500     59.79708      28.37666     27.36208    0b1111111111111111    20190626T130411709801
