Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7638      0.00        0.00    0.075625     0.000     0.000    62.992    24.287    0b1001    20190521T160512332123
  120      -4.7514      0.38        1.25    0.075438     0.000     0.000    62.984    24.318    0b1001    20190521T160513289793
  110      -4.5218      0.61        1.25    0.071562     0.000     0.000    63.186    24.318    0b1001    20190521T160514254833
  100      -4.1100      0.00        0.00    0.064737     0.025     0.063    63.487    24.318    0b1001    20190521T160515223708
   90      -3.7000      0.00        0.00    0.057875     0.000     0.000    63.931    24.318    0b1001    20190521T160516190709
   80      -3.2899      0.37        1.25    0.051062     0.000     0.000    64.428    24.318    0b1001    20190521T160517159569
   70      -2.8788      0.00        0.00    0.044187     0.000     0.000    65.149    24.318    0b1001    20190521T160518130672
   60      -2.4650      0.00        0.00    0.037275     0.031     0.063    66.130    24.350    0b1001    20190521T160519095362
   50      -2.0538      0.00        0.00    0.030375     0.000     0.000    67.613    24.318    0b1001    20190521T160520056330
   40      -1.6421      0.57        1.25    0.023487     0.025     0.063    69.915    24.318    0b1001    20190521T160521015095
   30      -1.2300      0.00        0.00    0.016563     0.000     0.000    74.264    24.350    0b1001    20190521T160521974579
   20      -0.8187      0.00        0.00    0.009687     0.000     0.000    84.516    20.292    0b1001    20190521T160522934265
   10      -0.4083      0.61        1.25    0.002756     0.019     0.063   148.118    24.350    0b1001    20190521T160523893762
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.350    0b1001    20190521T160524849568
