Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7950      0.00        0.00    0.067687     0.000     0.000    70.840    23.399    0b1111    20190624T110123810756
  120      -4.5312      0.00        0.00    0.063750     0.000     0.000    71.078    23.431    0b1111    20190624T110124776476
  110      -4.1536      0.38        1.25    0.058175     0.025     0.063    71.399    23.431    0b1111    20190624T110125738981
  100      -3.7763      0.00        0.00    0.052562     0.000     0.000    71.843    23.431    0b1111    20190624T110126705416
   90      -3.3988      0.00        0.00    0.047000     0.000     0.000    72.314    23.431    0b1111    20190624T110127669967
   80      -3.0214      0.37        1.25    0.041431     0.019     0.063    72.925    23.431    0b1111    20190624T110128633011
   70      -2.6440      0.50        1.25    0.035844     0.031     0.063    73.765    23.462    0b1111    20190624T110129598379
   60      -2.2649      0.38        1.25    0.030250     0.000     0.000    74.872    23.462    0b1111    20190624T110130562143
   50      -1.8875      0.00        0.00    0.024688     0.000     0.000    76.456    23.431    0b1111    20190624T110131530369
   40      -1.5113      0.00        0.00    0.019125     0.000     0.000    79.020    23.462    0b1111    20190624T110132493223
   30      -1.1347      0.50        1.25    0.013563     0.000     0.000    83.668    23.462    0b1111    20190624T110133456928
   20      -0.7575      0.00        0.00    0.008050     0.025     0.063    94.099    23.431    0b1111    20190624T110134419653
   10      -0.3813      0.00        0.00    0.002500     0.000     0.000   152.500    23.462    0b1111    20190624T110135385771
    0      -0.0038      0.00        0.00    0.000000     0.000     0.000     1.000    23.431    0b1111    20190624T110136349757
