Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7900      0.00        0.00    0.053187     0.000     0.000    90.059    24.540       0b0    20190523T160924421528
  120      -4.6826      0.37        1.25    0.052000     0.000     0.000    90.050    24.540       0b0    20190523T160925379406
  110      -4.2923      0.50        1.25    0.047875     0.000     0.000    89.655    24.540       0b0    20190523T160926337941
  100      -3.9016      0.57        1.25    0.043769     0.029     0.063    89.142    24.540       0b0    20190523T160927298094
   90      -3.5125      0.00        0.00    0.039669     0.029     0.063    88.546    24.540       0b0    20190523T160928256958
   80      -3.1217      0.61        1.25    0.035550     0.025     0.063    87.813    24.540       0b0    20190523T160929214934
   70      -2.7312      0.00        0.00    0.031438     0.000     0.000    86.879    24.540       0b0    20190523T160930176379
   60      -2.3384      0.57        1.25    0.027312     0.000     0.000    85.616    24.509       0b0    20190523T160931135779
   50      -1.9476      0.37        1.25    0.023187     0.000     0.000    83.995    24.509       0b0    20190523T160932092915
   40      -1.5575      0.00        0.00    0.019100     0.031     0.062    81.545    24.509       0b0    20190523T160933053522
   30      -1.1675      0.00        0.00    0.015000     0.000     0.000    77.833    24.540       0b0    20190523T160934014832
   20      -0.7762      0.00        0.00    0.010938     0.000     0.000    70.971    24.540       0b0    20190523T160934975813
   10      -0.3862      0.00        0.00    0.006813     0.000     0.000    56.697    24.509       0b0    20190523T160935935707
    0      -0.0000      0.00        0.00    0.002687     0.000     0.000    -0.000    24.540       0b0    20190523T160936895183
