Vavg[V]      Itot[A]     Tboard[C]     Taux1[C]     Taux2[C]     LUstate              Timestamp
 2.23617     4.36167     22.54280      30.81801     32.30818    0b1111111111111111    20191209T175415931871
 2.23617     4.36000     22.54280      30.84971     32.30818    0b1111111111111111    20191209T175416355760
 2.23617     4.36167     22.54280      30.84971     32.30818    0b1111111111111111    20191209T175416778752
 2.23617     4.36167     22.54280      30.84971     32.30818    0b1111111111111111    20191209T175417203621
 2.23622     4.36083     22.54280      30.81801     32.30818    0b1111111111111111    20191209T175417626964
 2.23617     4.36167     22.54280      30.84971     32.30818    0b1111111111111111    20191209T175418053353
 2.23645     4.36250     23.49398      30.84971     32.33989    0b1111111111111111    20191209T175418478471
 2.23683     4.36250     24.79391      30.81801     32.33989    0b1111111111111111    20191209T175418899177
 2.23730     4.36417     26.44261      30.84971     32.33989    0b1111111111111111    20191209T175419318290
 2.23772     4.36333     28.12302      30.84971     32.33989    0b1111111111111111    20191209T175419738627
 2.23819     4.36500     29.83513      30.84971     32.33989    0b1111111111111111    20191209T175420161161
 2.23870     4.36750     31.48383      30.84971     32.33989    0b1111111111111111    20191209T175420583069
 2.23908     4.36500     33.13253      30.84971     32.33989    0b1111111111111111    20191209T175421004012
 2.23950     4.36833     34.71782      30.84971     32.33989    0b1111111111111111    20191209T175421424305
 2.23992     4.36833     36.49334      30.84971     32.33989    0b1111111111111111    20191209T175421845987
 2.24020     4.37000     38.11034      30.88142     32.30818    0b1111111111111111    20191209T175422265757
 2.24067     4.36833     39.56880      30.84971     32.27647    0b1111111111111111    20191209T175422688291
 2.24100     4.37083     41.15409      30.88142     32.30818    0b1111111111111111    20191209T175423110971
 2.24133     4.37083     42.54914      30.84971     32.33989    0b1111111111111111    20191209T175423531393
 2.24161     4.37250     43.81737      30.88142     32.30818    0b1111111111111111    20191209T175423950390
 2.24194     4.37333     45.05390      30.84971     32.27647    0b1111111111111111    20191209T175424371218
 2.24227     4.37250     46.35384      30.88142     32.30818    0b1111111111111111    20191209T175424790597
 2.24245     4.37250     47.52695      30.88142     32.30818    0b1111111111111111    20191209T175425211325
 2.24278     4.37333     48.73177      30.84971     32.30818    0b1111111111111111    20191209T175425634118
 2.24306     4.37500     49.77806      30.84971     32.27647    0b1111111111111111    20191209T175426057201
 2.24334     4.37500     50.82435      30.84971     32.27647    0b1111111111111111    20191209T175426478448
 2.24353     4.37500     51.80723      30.84971     32.27647    0b1111111111111111    20191209T175426901930
 2.24372     4.37667     52.72670      30.88142     32.30818    0b1111111111111111    20191209T175427321510
 2.24391     4.37500     53.58275      30.84971     32.27647    0b1111111111111111    20191209T175427744160
 2.24414     4.37583     54.34369      30.88142     32.27647    0b1111111111111111    20191209T175428165531
 2.24433     4.37833     55.19975      30.88142     32.27647    0b1111111111111111    20191209T175428585017
 2.24442     4.37750     55.86557      30.88142     32.27647    0b1111111111111111    20191209T175429010343
 2.24461     4.37750     56.46798      30.84971     32.27647    0b1111111111111111    20191209T175429435958
 2.24475     4.37667     56.94356      30.88142     32.27647    0b1111111111111111    20191209T175429861383
 2.24498     4.38000     57.60938      30.84971     32.27647    0b1111111111111111    20191209T175430283908
 2.24512     4.38083     58.18009      30.84971     32.27647    0b1111111111111111    20191209T175430703015
 2.24531     4.37833     58.71909      30.88142     32.27647    0b1111111111111111    20191209T175431123863
 2.24545     4.37833     59.28979      30.88142     32.27647    0b1111111111111111    20191209T175431543852
 2.24555     4.37833     59.86049      30.88142     32.27647    0b1111111111111111    20191209T175431962845
 2.24564     4.38000     60.36779      30.88142     32.27647    0b1111111111111111    20191209T175432386490
 2.24587     4.38000     60.77996      30.91313     32.27647    0b1111111111111111    20191209T175432809534
 2.24602     4.37917     61.12873      30.84971     32.27647    0b1111111111111111    20191209T175433233750
 2.24606     4.38250     61.60431      30.88142     32.30818    0b1111111111111111    20191209T175433658373
 2.24611     4.38083     62.01649      30.84971     32.30818    0b1111111111111111    20191209T175434077955
 2.24620     4.38000     62.23843      30.84971     32.27647    0b1111111111111111    20191209T175434499566
 2.24653     4.38167     62.55549      30.84971     32.30818    0b1111111111111111    20191209T175434920688
 2.24644     4.38333     62.90425      30.88142     32.27647    0b1111111111111111    20191209T175435340292
 2.24672     4.38333     63.31642      30.88142     32.24477    0b1111111111111111    20191209T175435761585
 2.24672     4.38333     63.57007      30.88142     32.27647    0b1111111111111111    20191209T175436182572
 2.24691     4.38333     63.95054      30.88142     32.30818    0b1111111111111111    20191209T175436603274
 2.24691     4.38417     64.33101      30.84971     32.27647    0b1111111111111111    20191209T175437022884
 2.24700     4.38250     64.74318      30.88142     32.27647    0b1111111111111111    20191209T175437442247
 2.24714     4.38250     65.02854      30.88142     32.27647    0b1111111111111111    20191209T175437861427
 0.95213     1.61333     65.31389      30.91313     32.27647    0b1111111111111111    20191209T175438282687
 0.00000    -0.04667     65.56753      30.88142     32.27647    0b1111111111111111    20191209T175438703209
